predio,comuna,latitud,longitud,score,nivel
SANTA JUANA,VICTORIA,-38.354087,-72.101204,100.0,CRÍTICO
PARCELA 3 RUCAMILLA,VICTORIA,-38.185828,-72.19133,100.0,CRÍTICO
PARC.15 RUCAMILLA,ERCILLA,-38.150702,-72.213488,100.0,CRÍTICO
PARCELA 6 SAN CARLOS,VICTORIA,-38.410751,-72.132667,100.0,CRÍTICO
PARCELAS EL CASTANO,ERCILLA,-38.139769,-72.104516,100.0,CRÍTICO
LOS OSOS,VICTORIA,-38.207102,-72.099401,100.0,CRÍTICO
PARCELA 9 SARA MALLECO,ERCILLA,-38.13228,-72.148981,100.0,CRÍTICO
SANTA MARIA Y SANTA LIDIA,VICTORIA,-38.207952,-72.111614,100.0,CRÍTICO
PARCELA 22 EL CASTANO,ERCILLA,-38.143204,-72.098897,100.0,CRÍTICO
PARCELA 4 RIO COLO,VICTORIA,-38.203858,-72.125766,100.0,CRÍTICO
PARCELA 7 LA SELVA,VICTORIA,-38.246699,-72.134096,100.0,CRÍTICO
PARCELA 9 EL ALBA,TRAIGUEN,-38.147802,-72.476219,100.0,CRÍTICO
PARCELA 10 Y 13 EL ALBA,TRAIGUEN,-38.151206,-72.478288,100.0,CRÍTICO
PARTICION,ERCILLA,-38.143403,-72.386221,100.0,CRÍTICO
PARCELA 2 Y 3A SARA MALLECO,ERCILLA,-38.129044,-72.181061,100.0,CRÍTICO
HUERTAS BUENAS,VICTORIA,-38.229698,-72.127858,100.0,CRÍTICO
HUEQUEN,ERCILLA,-38.134126,-72.196136,100.0,CRÍTICO
PARCELA 4 CHEQUENCO,ERCILLA,-38.046667,-72.453344,100.0,CRÍTICO
PARCELA 9 SARA MALLECO,ERCILLA,-38.129846,-72.158937,100.0,CRÍTICO
EL LAUREL III,VICTORIA,-38.368556,-72.116955,100.0,CRÍTICO
HIJUELA 1 SAN JAVIER,VICTORIA,-38.394487,-72.192617,100.0,CRÍTICO
PARCELA 2 RIO COLO,VICTORIA,-38.198125,-72.123189,100.0,CRÍTICO
HIJUELA SANTA INES,VICTORIA,-38.384658,-72.188913,100.0,CRÍTICO
QUINQUILCO Y OTROS,VICTORIA,-38.157855,-72.382981,100.0,CRÍTICO
LOTE 3 HIJUELA SAN JAVIER,VICTORIA,-38.402038,-72.194039,100.0,CRÍTICO
EL LAUREL I,VICTORIA,-38.36453,-72.117088,100.0,CRÍTICO
LOTE 2-A HIJUELA SAN JAVIER,VICTORIA,-38.398837,-72.191786,100.0,CRÍTICO
LA ESPERANZA 3,ANGOL,-37.681444,-72.964009,18.0,BAJO
SAN ANDRES,ANGOL,-37.683232,-72.974065,18.0,BAJO
PARCELA 25 MAITENREHUE,ANGOL,-37.687445,-72.919305,30.0,MEDIO
LA ESPERANZA IV LOTE B1,ANGOL,-37.666091,-72.953764,18.0,BAJO
PARCELAS COLONIA LOLENCO,ANGOL,-37.90948,-72.58645,100.0,CRÍTICO
PARCELA 1 LOLENCO LOTE_A,ANGOL,-37.863,-72.62843,100.0,CRÍTICO
LOS ALAMOS PARC.#13 Y #16,ANGOL,-37.882296,-72.629048,100.0,CRÍTICO
EL PERAL,ANGOL,-37.658844,-72.821496,88.0,CRÍTICO
PARCELA 4 MAITENREHUE LOTE B,ANGOL,-37.727704,-72.867424,67.0,ALTO
PARCELA 13 CATRIMALAL,ANGOL,-37.76794,-72.645541,100.0,CRÍTICO
CABRERIA,ANGOL,-37.725043,-72.761026,100.0,CRÍTICO
PARCELA-1 EL LABRADOR,RENAICO,-37.667371,-72.643347,100.0,CRÍTICO
SAN CIRILO,ANGOL,-37.771703,-72.749718,100.0,CRÍTICO
PARCELA 24 TOLPAN,RENAICO,-37.667369,-72.679221,100.0,CRÍTICO
EL CARMEN LOTE-2,ANGOL,-37.744283,-72.640564,100.0,CRÍTICO
EL LINGUE DE MAITENREHUE LOTE A,ANGOL,-37.622002,-72.941798,26.0,MEDIO
LAS TERMOPILAS LOTE A,ANGOL,-37.789018,-72.727042,100.0,CRÍTICO
ROMULHUECO Y EL TRANSITO,LOS SAUCES,-37.896472,-72.799992,100.0,CRÍTICO
SANTA ROSA Y EL CONVENTO,LOS SAUCES,-38.080826,-72.729786,100.0,CRÍTICO
SANTA ESTER LOTE 1,LOS SAUCES,-37.916328,-72.714786,100.0,CRÍTICO
PARCELA 38 TOLPAN,RENAICO,-37.682432,-72.683156,100.0,CRÍTICO
PARCELAS A Y B SAN CARLITOS,LOS SAUCES,-38.040654,-72.631626,100.0,CRÍTICO
SANTA RITA LOTE B,ANGOL,-37.780813,-72.628447,100.0,CRÍTICO
EL MORRO LOTE 2,LOS SAUCES,-38.034809,-72.694575,100.0,CRÍTICO
HIJUELA 4 LOTE B,RENAICO,-37.730472,-72.493146,100.0,CRÍTICO
LA LEONA DE CURIN,LUMACO,-38.125933,-72.80575,100.0,CRÍTICO
LAS BANDURRIAS 2,LOS SAUCES,-38.115018,-72.812352,100.0,CRÍTICO
PARCELA 7 PELEHUITO VUELO,LOS SAUCES,-38.021544,-72.728241,100.0,CRÍTICO
PEMUCO 2,LOS SAUCES,-37.956259,-72.662156,100.0,CRÍTICO
COLHUE LOTE A1 Y A2,RENAICO,-37.732798,-72.498429,100.0,CRÍTICO
LA PUNTILLA II,ANGOL,-37.665387,-72.978132,26.0,MEDIO
PARCELA 150 Y 209 DEUCO,ANGOL,-37.872697,-72.753802,100.0,CRÍTICO
CENTENARIO 3,LOS SAUCES,-38.05982,-72.829204,100.0,CRÍTICO
CENTENARIO 1,LOS SAUCES,-38.066358,-72.838752,100.0,CRÍTICO
CENTENARIO 2,LOS SAUCES,-38.079767,-72.837271,100.0,CRÍTICO
HJ-9 SANTA ROSA,LOS SAUCES,-38.049699,-72.732297,100.0,CRÍTICO
ANILEHUE PC-1 LT-B2,ANGOL,-37.861795,-72.638796,100.0,CRÍTICO
ROMULHUECO,LOS SAUCES,-37.900675,-72.787652,100.0,CRÍTICO
SAN GABRIEL,LOS SAUCES,-38.063127,-72.753619,100.0,CRÍTICO
LAS VIÑAS LT-A2,RENAICO,-37.751181,-72.522796,100.0,CRÍTICO
GUADABA - HIJUELA DE 15 HA,LOS SAUCES,-37.963291,-72.949123,100.0,CRÍTICO
SANTA GUILLERMINA LT-B,LOS SAUCES,-37.928785,-72.693078,100.0,CRÍTICO
SAN FABIÁN,LOS SAUCES,-37.926159,-72.670534,100.0,CRÍTICO
DON JOSE MIGUEL,RENAICO,-37.676659,-72.511695,29.0,MEDIO
SAN RAMON HIJ 3,LOS SAUCES,-37.917026,-72.936518,100.0,CRÍTICO
ARQUENCO LOTES 5A Y 5B,LOS SAUCES,-37.952271,-72.871557,100.0,CRÍTICO
HIJUELA 5 Y 6-A SAN JOSE,LOS SAUCES,-37.926937,-72.815543,100.0,CRÍTICO
HIJUELA 3 ARQUENCO,LOS SAUCES,-37.944988,-72.869829,100.0,CRÍTICO
HIJUELA SAN VICENTE LOTE-A,LOS SAUCES,-37.932047,-72.987845,100.0,CRÍTICO
PARCELA 9 LOLENCO LOTE-D Y OTRO,ANGOL,-37.883444,-72.604643,100.0,CRÍTICO
PARCELAS DEUCO,ANGOL,-37.876389,-72.758797,100.0,CRÍTICO
SAN NICOLAS V,PITRUFQUEN,-39.115046,-72.965674,100.0,CRÍTICO
QUINTA ELENA III,GORBEA,-39.248288,-72.713058,76.0,CRÍTICO
SAN NICOLAS III,TOLTEN,-39.123577,-72.967088,100.0,CRÍTICO
SAN NICOLAS II Y OTRO,TOLTEN,-39.126941,-72.965185,100.0,CRÍTICO
NAVIDAD II,GORBEA,-39.130509,-72.699381,48.0,MEDIO
NAVIDAD LOTE B1,GORBEA,-39.135567,-72.701037,48.0,MEDIO
PARCELA 11 SAN ADOLFO,VILCUN,-38.746209,-72.219799,100.0,CRÍTICO
SANTA ANA LOTE A Y B,CUNCO,-38.895177,-72.056828,36.0,MEDIO
SANTA ANA,CUNCO,-38.894634,-72.066595,36.0,MEDIO
LAS PRADERAS Y LAS NIEVES,GORBEA,-39.168683,-72.716816,28.0,MEDIO
PUMALALITO,TEMUCO,-38.631494,-72.559596,100.0,CRÍTICO
CENTINELA,TEMUCO,-38.638473,-72.569016,100.0,CRÍTICO
ENTRE FAJAS A Y B,GORBEA,-39.074579,-72.634397,100.0,CRÍTICO
DON RENE,GORBEA,-39.210309,-72.795388,42.0,MEDIO
LA ANTARTICA LOTE A,VILCUN,-38.767631,-72.108012,100.0,CRÍTICO
LOS AJENCOS,GORBEA,-39.254014,-72.734349,68.0,ALTO
PARCELA 2 LA MONTANA,VILCUN,-38.587466,-72.296498,100.0,CRÍTICO
SANTA TERESA III,CUNCO,-38.905902,-72.082925,44.0,MEDIO
METO BAJO,VILCUN,-38.775002,-72.201053,100.0,CRÍTICO
ROBLE HUACHO,LAUTARO,-38.503703,-72.188576,100.0,CRÍTICO
EL PIDEN,LONCOCHE,-39.273685,-72.807977,60.0,ALTO
LOS PINOS I,GORBEA,-39.153778,-72.747254,44.0,MEDIO
RUCAMANQUE,TEMUCO,-38.630907,-72.626437,100.0,CRÍTICO
LOS ALPES Y LOS ALPES II,GORBEA,-39.098713,-72.708611,83.0,CRÍTICO
PARCELAS HUICHAHUE,CUNCO,-38.87159,-72.181462,99.0,CRÍTICO
SAN RAFAEL Y OTRO,PITRUFQUEN,-39.135945,-72.956366,100.0,CRÍTICO
ENTRE CAMINOS,LAUTARO,-38.467509,-72.217785,100.0,CRÍTICO
SAN FERNANDO I LOTE A,PITRUFQUEN,-39.141424,-72.940444,96.0,CRÍTICO
CHAMIZAL,TEMUCO,-38.634631,-72.625718,100.0,CRÍTICO
LOS AROMOS Y OTRO,FREIRE,-39.011039,-72.390986,85.0,CRÍTICO
EL ABANICO Y OTROS,TOLTEN,-39.279162,-72.871182,30.0,MEDIO
EL ARREJON Y OTROS,TEMUCO,-38.627478,-72.600751,100.0,CRÍTICO
EL PARAISO Y OTROS,LONCOCHE,-39.269661,-72.762147,68.0,ALTO
EL LAUREL Y OTROS,GORBEA,-39.20326,-72.6337,54.0,ALTO
EL MIRADOR Y OTROS,GORBEA,-39.245252,-72.608607,70.0,ALTO
LAS VEGAS,LAUTARO,-38.52642,-72.238199,100.0,CRÍTICO
LAS VERTIENTES Y OTROS,GORBEA,-39.193375,-72.725953,36.0,MEDIO
PARCELA 46 EL ESCUDO,LAUTARO,-38.564325,-72.117726,100.0,CRÍTICO
LOS MIMBRES,LAUTARO,-38.522567,-72.227597,100.0,CRÍTICO
LA TRUPA I,CHOLCHOL,-38.495158,-72.964379,100.0,CRÍTICO
EL DONGUIL,GORBEA,-39.26715,-72.559891,70.0,ALTO
SANTA EUFEMIA Y OTRO,GORBEA,-39.226303,-72.720196,68.0,ALTO
SANTA AURELIA,LAUTARO,-38.52259,-72.611873,100.0,CRÍTICO
SAN ANTONIO DE LAUTARO,LAUTARO,-38.529811,-72.115811,100.0,CRÍTICO
LA ESQUELA,GORBEA,-39.202685,-72.810136,36.0,MEDIO
SANTA TERESA,VILCUN,-38.774301,-72.083365,100.0,CRÍTICO
EL PICADERO Y OTRO,CHOLCHOL,-38.592352,-72.994912,100.0,CRÍTICO
LOS NOTROS Y OTRO,VILCUN,-38.820684,-72.139176,100.0,CRÍTICO
EL TREINTA Y DOS,CUNCO,-38.913689,-72.06068,44.0,MEDIO
LOS CANELOS I Y II,NUEVA IMPERIAL,-38.628701,-73.045953,100.0,CRÍTICO
EL PORVENIR,GORBEA,-39.251278,-72.796122,68.0,ALTO
EL LEON,CUNCO,-38.905799,-72.048931,36.0,MEDIO
EL TESORO Y OTROS,NUEVA IMPERIAL,-38.489837,-72.98131,100.0,CRÍTICO
SAN ORLANDO,GORBEA,-39.206778,-72.731581,62.0,ALTO
BUENA VISTA,PITRUFQUEN,-39.117596,-72.942315,90.0,CRÍTICO
SAN FERNANDO IV,PITRUFQUEN,-39.124845,-72.946367,98.0,CRÍTICO
PARCELA 17 SARA MALLECO,ERCILLA,-38.144412,-72.148409,100.0,CRÍTICO
LA ESTAFA,VICTORIA,-38.393084,-72.234514,100.0,CRÍTICO
PARCELA 11 SARA MALLECO,ERCILLA,-38.140521,-72.166518,100.0,CRÍTICO
PARCELA 1 LA AURORA,VICTORIA,-38.192906,-72.102566,100.0,CRÍTICO
PARCELA 10 LA FORTUNA,ERCILLA,-38.098569,-72.216222,100.0,CRÍTICO
PARCELA 1 EL CARMEN,VICTORIA,-38.18169,-72.22973,100.0,CRÍTICO
LAS HORTENSIAS,VICTORIA,-38.355812,-72.081356,100.0,CRÍTICO
HIJUELA 8 NIRECO,VICTORIA,-38.395106,-72.188665,100.0,CRÍTICO
PARCELA 3 EL ROSARIO 4,VICTORIA,-38.367638,-72.157911,100.0,CRÍTICO
PARCELAS LA AURORA,VICTORIA,-38.197211,-72.104321,100.0,CRÍTICO
LA SELVA II,VICTORIA,-38.199914,-72.288798,100.0,CRÍTICO
CAMPUSANO,VICTORIA,-38.372244,-72.08611,100.0,CRÍTICO
EL MANZANO Y OTROS,CURACAUTIN,-38.40555,-71.966305,100.0,CRÍTICO
MANZANACO,VICTORIA,-38.290282,-72.40964,100.0,CRÍTICO
HIJUELA 1 DEL FUNDO COLO,VICTORIA,-38.217121,-72.174779,100.0,CRÍTICO
SANTA ISABEL O LAS CASAS DEL COLO,VICTORIA,-38.2107,-72.202133,100.0,CRÍTICO
SAN AGUSTIN,CURACAUTIN,-38.333932,-71.931144,100.0,CRÍTICO
SANTA RAQUEL 1,ERCILLA,-38.111733,-72.255289,100.0,CRÍTICO
SANTA RAQUEL 2,ERCILLA,-38.105131,-72.253737,100.0,CRÍTICO
LA CRUZADA,ERCILLA,-38.075923,-72.347725,100.0,CRÍTICO
SANTA CLARA 2,VICTORIA,-38.197655,-72.505831,100.0,CRÍTICO
SANTA CLARA 3,VICTORIA,-38.197655,-72.505831,100.0,CRÍTICO
BY PASS PIDIMA,ERCILLA,-38.017092,-72.421714,100.0,CRÍTICO
LA MONTAÑA LOTE 2 USUFRUCTO,VICTORIA,-38.29719,-72.228595,100.0,CRÍTICO
HIJUELA B LIMACHE,ANGOL,-37.749629,-72.69802,100.0,CRÍTICO
HIJUELA 4 LOS GUINDOS,ANGOL,-37.646318,-72.705614,100.0,CRÍTICO
LOS GALPONES,ANGOL,-37.65223,-73.007247,42.0,MEDIO
HIJUELA 5 LA VINA,RENAICO,-37.639693,-72.698036,90.0,CRÍTICO
PARCELA 44 MAITENREHUE,ANGOL,-37.687488,-72.859554,55.0,ALTO
PARCELA 10 MAITENREHUE,ANGOL,-37.693301,-72.799282,79.0,CRÍTICO
LA ESPERANZA 2,ANGOL,-37.667454,-72.970427,18.0,BAJO
CURACAVI,ANGOL,-37.714285,-72.700595,100.0,CRÍTICO
LAS RATONERAS,ANGOL,-37.60368,-72.791609,51.0,ALTO
SITIOS ANGOL,ANGOL,-37.811586,-72.70576,100.0,CRÍTICO
SAN FRANCISCO - STA BEATRIZ,ANGOL,-37.87423,-72.689258,100.0,CRÍTICO
EL MANZANO (CAUTIN),LOS SAUCES,-37.932432,-72.64882,100.0,CRÍTICO
LOS TILOS (CAUTIN),LOS SAUCES,-38.1177,-72.662543,100.0,CRÍTICO
CHOQUE CHOQUE,LOS SAUCES,-38.084748,-72.676726,100.0,CRÍTICO
PC-15 LT-A LOS ALAMOS,ANGOL,-37.882196,-72.635889,100.0,CRÍTICO
EL MANZANO 2 (CAUTIN),LOS SAUCES,-37.912837,-72.644688,100.0,CRÍTICO
CARACOLES LT-B,LOS SAUCES,-38.003078,-72.905863,100.0,CRÍTICO
LT-2 FUNDO LAS TOSCAS,LOS SAUCES,-38.09997,-72.831822,100.0,CRÍTICO
CHOQUE CHOQUE LT-B,LOS SAUCES,-38.094155,-72.684657,100.0,CRÍTICO
LA ANTENA,LOS SAUCES,-37.936312,-72.834551,100.0,CRÍTICO
CARACOLES LT-C,LOS SAUCES,-37.999885,-72.900145,100.0,CRÍTICO
LAS BANDURRIAS (CAUTIN),LOS SAUCES,-38.087566,-72.823833,100.0,CRÍTICO
PC-7 SABOYA - SAN FELIPE,LOS SAUCES,-38.017522,-72.788751,100.0,CRÍTICO
GUADABA ALTO,LOS SAUCES,-37.955561,-72.926503,100.0,CRÍTICO
LT-A SAN PATRICIO,LOS SAUCES,-38.118315,-72.857368,100.0,CRÍTICO
LAS PIRCAS (CAUTIN),ANGOL,-37.720051,-72.761076,100.0,CRÍTICO
EL ALAMO PC-1,LOS SAUCES,-38.004478,-72.820018,100.0,CRÍTICO
PC-17 SABOYA,LOS SAUCES,-38.020691,-72.827444,100.0,CRÍTICO
SANTA MARTA (CAUTIN),LOS SAUCES,-37.956357,-72.659515,100.0,CRÍTICO
SANTA CLARA (CAUTIN),LOS SAUCES,-37.947339,-72.984182,100.0,CRÍTICO
EL PILLÁN,LOS SAUCES,-38.022871,-72.759395,100.0,CRÍTICO
MAITENREHUE (CAUTIN),ANGOL,-37.666612,-72.777668,100.0,CRÍTICO
SANTA MARÍA,LOS SAUCES,-37.920162,-72.691009,100.0,CRÍTICO
MONACO LT-A2A3,ANGOL,-37.830178,-72.676575,100.0,CRÍTICO
LT-A PC-N┬║ 7 COLONIA SABOYA,LOS SAUCES,-38.024271,-72.80352,100.0,CRÍTICO
SAN FELIPE LT-B,LOS SAUCES,-38.031562,-72.798457,100.0,CRÍTICO
LA SUERTE_(LOS SAUCES),LOS SAUCES,-37.947675,-72.988491,100.0,CRÍTICO
SANTA SOFÍA,LOS SAUCES,-37.953346,-72.981819,100.0,CRÍTICO
SANTA BENITA,LOS SAUCES,-37.949185,-72.980204,100.0,CRÍTICO
CHOQUE CHOQUE PC-A LT-A,LOS SAUCES,-38.087108,-72.687861,100.0,CRÍTICO
SANTA MARINA (BC),LOS SAUCES,-37.923864,-72.661905,100.0,CRÍTICO
RETAZO SANTA MARINA,LOS SAUCES,-37.922433,-72.669465,100.0,CRÍTICO
POCO A POCO Y PALO BOTADO,CONTULMO,-38.007098,-73.196002,100.0,CRÍTICO
ESPERANZA,CANETE,-37.757716,-73.206603,100.0,CRÍTICO
SANTA CLARISA,CANETE,-37.754385,-73.240605,100.0,CRÍTICO
HIJUELA 3-4-5 CAYCUPIL,CANETE,-37.758241,-73.173867,100.0,CRÍTICO
EL DESCANSO HIJUELAS 12 Y 13,CANETE,-37.778393,-73.154282,100.0,CRÍTICO
HIJUELA 6 EL DESCANSO LOTE 1,CANETE,-37.769603,-73.174441,100.0,CRÍTICO
SITIOS A Y B EX-ESTACION PELECO,CANETE,-37.873975,-73.37814,100.0,CRÍTICO
COIHUERIA,PUREN,-37.958977,-73.114046,100.0,CRÍTICO
EL DESCANSO I,CANETE,-37.792898,-73.194235,100.0,CRÍTICO
SAN DANIEL,GORBEA,-39.216436,-72.758906,62.0,ALTO
LAS DELICIAS Y OTROS,GORBEA,-39.145892,-72.732784,44.0,MEDIO
NAVIDAD,GORBEA,-39.141965,-72.708517,48.0,MEDIO
SANTA ELISA,PITRUFQUEN,-39.121234,-72.950661,98.0,CRÍTICO
SAN FERNANDO III,PITRUFQUEN,-39.119875,-72.937135,90.0,CRÍTICO
SAN MANUEL,CHOLCHOL,-38.588286,-72.997652,100.0,CRÍTICO
RIO NEGRO,CUNCO,-38.8634,-71.890919,56.0,ALTO
LA ESPERANZA Y OTROS,CHOLCHOL,-38.513326,-72.947074,100.0,CRÍTICO
VILLA GARCIA,CUNCO,-38.898267,-71.945,52.0,ALTO
NAHUELCURA Y OTROS,CUNCO,-38.892418,-71.96768,44.0,MEDIO
LOS LIRIOS,CHOLCHOL,-38.613394,-73.001358,100.0,CRÍTICO
NAHUELCURA LOTE C,CUNCO,-38.893796,-71.963423,44.0,MEDIO
COVADONGA,CUNCO,-38.881802,-71.903696,56.0,ALTO
MANTAHUE Y OTROS,GORBEA,-39.203429,-72.789582,36.0,MEDIO
SAN MANUEL,CHOLCHOL,-38.617066,-73.008347,100.0,CRÍTICO
LA JUNTA LOTE A,CUNCO,-38.852052,-72.205868,100.0,CRÍTICO
LA JUNTURA,CUNCO,-38.847171,-72.199044,100.0,CRÍTICO
PARCELA 15 MANTAHUE,GORBEA,-39.212827,-72.811861,42.0,MEDIO
SANTA EMA NORTE,LAUTARO,-38.634226,-72.54032,100.0,CRÍTICO
PARCELAS EL ESCUDO,LAUTARO,-38.569548,-72.124125,100.0,CRÍTICO
EL RECODO Y OTRO,CUNCO,-38.853761,-72.201386,100.0,CRÍTICO
QUINTA ELENA Y OTROS,GORBEA,-39.251469,-72.720532,68.0,ALTO
HIJUELA 2 LOS NOTROS,VILCUN,-38.807532,-72.177591,100.0,CRÍTICO
SANTA ELENA,FREIRE,-39.01039,-72.89298,100.0,CRÍTICO
LAS PRADERAS II,GORBEA,-39.17166,-72.72219,28.0,MEDIO
EL RETIRO I LOTE A,GORBEA,-39.14771,-72.800873,52.0,ALTO
PARCELAS COIPUE,FREIRE,-39.065314,-72.384792,37.0,MEDIO
LAS MERCEDES Y OTRO,VILCUN,-38.735465,-72.060327,100.0,CRÍTICO
SAN ENRIQUE,CHOLCHOL,-38.540349,-72.955563,100.0,CRÍTICO
PARCELA 21 CUNCO,CUNCO,-38.943024,-72.014467,36.0,MEDIO
LOS LLEUQUES,CUNCO,-38.92677,-72.074851,44.0,MEDIO
LOS CASTANOS-SANTA JULIA,CUNCO,-38.891743,-72.071253,44.0,MEDIO
LOS PIDENCO,LONCOCHE,-39.264534,-72.810206,68.0,ALTO
LA SOMBRA III,GORBEA,-39.155427,-72.744724,44.0,MEDIO
PARCELA 8 MAHUIDANCHE,PITRUFQUEN,-39.114708,-72.921883,90.0,CRÍTICO
SANTA ROSA Y OTROS,GORBEA,-39.265009,-72.593663,70.0,ALTO
EL CANELO Y OTROS,CUNCO,-38.928885,-71.968158,44.0,MEDIO
LOS HUALVES Y OTRO,LAUTARO,-38.44869,-72.178393,100.0,CRÍTICO
PORVENIR IV,GORBEA,-39.183272,-72.802005,36.0,MEDIO
EL RECTANGULO Y OTROS,GORBEA,-39.189418,-72.708004,36.0,MEDIO
SANTA ROSA I,GORBEA,-39.216517,-72.699449,68.0,ALTO
SANTA ELDA,CHOLCHOL,-38.617338,-72.999557,100.0,CRÍTICO
SANTA ROSA II,GORBEA,-39.214733,-72.702845,62.0,ALTO
SAN HECTOR,GORBEA,-39.20039,-72.721839,42.0,MEDIO
PARCELAS BRASIL,VILCUN,-38.595435,-72.280815,100.0,CRÍTICO
LOLENCO III,FREIRE,-38.975764,-72.688099,100.0,CRÍTICO
SAN PEDRO I,CUNCO,-38.845677,-72.207064,100.0,CRÍTICO
PARC. 38 EL ESCUDO,LAUTARO,-38.578217,-72.131273,100.0,CRÍTICO
LOS CASTANOS I Y II,CUNCO,-38.90012,-72.068481,44.0,MEDIO
SANTA EDITA,PITRUFQUEN,-39.129103,-72.969573,100.0,CRÍTICO
EL MIRADOR IV,LAUTARO,-38.524946,-72.03579,100.0,CRÍTICO
LA ENVIDIA LOTE A Y OTRO,TEMUCO,-38.651374,-72.571495,100.0,CRÍTICO
QUINQUILCO,PITRUFQUEN,-39.051444,-72.576972,89.0,CRÍTICO
SANTA ANA,VILCUN,-38.714616,-72.110901,100.0,CRÍTICO
SAN ISIDRO LOTE A Y OTRO,GORBEA,-39.159613,-72.731012,32.0,MEDIO
RINCONADA GRANDE,LAUTARO,-38.443907,-72.170035,100.0,CRÍTICO
RUCALHUE LOTE B,LOS LAGOS,-39.984966,-72.399522,0.0,BAJO
CABALLO DE PALO Y OTROS,CURANILAHUE,-37.543177,-73.074349,43.0,MEDIO
EL PEUMO,SANTA BARBARA,-37.608795,-72.093043,100.0,CRÍTICO
CASAS DE DAÑICALQUI Y OTROS,QUILACO,-37.795006,-71.964053,72.0,ALTO
CHAIMAVIDA LOTE 2 B2,CAUQUENES,-35.950573,-72.152196,0.0,BAJO
LOS ULMOS (V),PAILLACO,-40.03942,-73.096661,52.0,ALTO
NITRIHUE (V),MULCHEN,-37.758432,-71.961152,72.0,ALTO
EL DESCANSO II,CANETE,-37.784343,-73.202766,100.0,CRÍTICO
EL NATRI,CONTULMO,-37.879388,-73.184833,100.0,CRÍTICO
EL PEDREGAL HIJUELA 2,CONTULMO,-38.044152,-73.237322,100.0,CRÍTICO
ELICURA,CONTULMO,-37.954677,-73.168383,100.0,CRÍTICO
EPUMALLIN,CANETE,-37.743779,-73.275689,100.0,CRÍTICO
LA ESPERANZA,CANETE,-37.774365,-73.224469,100.0,CRÍTICO
LANALHUE,CANETE,-37.941709,-73.351919,100.0,CRÍTICO
LAUTARO,CANETE,-38.041346,-73.379595,100.0,CRÍTICO
LOS PEUMOS,CONTULMO,-37.899273,-73.258549,100.0,CRÍTICO
MAQUEHUA,CANETE,-37.791419,-73.243166,100.0,CRÍTICO
MONTANA NEGRA,CONTULMO,-37.893225,-73.236591,100.0,CRÍTICO
PALO SANTO,CANETE,-37.744577,-73.264518,100.0,CRÍTICO
EL ROBLE LOTE A,CANETE,-37.834442,-73.30808,100.0,CRÍTICO
PUCHACAY LOTE 1,CANETE,-37.830875,-73.296897,100.0,CRÍTICO
PULEBU,CANETE,-37.827492,-73.321514,100.0,CRÍTICO
RANQUILHUE,TIRUA,-38.130113,-73.390527,100.0,CRÍTICO
SAN ERNESTO LOTE 1,CONTULMO,-37.910779,-73.180849,100.0,CRÍTICO
SANTA INES,CONTULMO,-37.950048,-73.130059,100.0,CRÍTICO
TRANGUILVORO,CANETE,-37.985209,-73.346191,100.0,CRÍTICO
TRES MARIAS,CANETE,-37.871975,-73.201704,100.0,CRÍTICO
TRES SAUCES,CANETE,-37.776991,-73.279775,100.0,CRÍTICO
CARDAL,TIRUA,-38.305627,-73.378732,100.0,CRÍTICO
CHOQUE,TIRUA,-38.234517,-73.300122,100.0,CRÍTICO
LA CAMPANA,TIRUA,-38.346347,-73.377486,100.0,CRÍTICO
LABRANZA,TIRUA,-38.238616,-73.400369,100.0,CRÍTICO
MATRAQUIN,TIRUA,-38.308455,-73.337761,100.0,CRÍTICO
PAILLACO,TIRUA,-38.290484,-73.398828,100.0,CRÍTICO
PALLACO,TIRUA,-38.256805,-73.3521,100.0,CRÍTICO
TRANAQUEPE,TIRUA,-38.216655,-73.389091,100.0,CRÍTICO
EL HUAPE SEGUNDO,CONTULMO,-38.147097,-73.157639,100.0,CRÍTICO
LONCOTRIPAY HIJUELA 44 LOTE A,TIRUA,-38.385124,-73.420238,100.0,CRÍTICO
SANTA MARTA II,TIRUA,-38.381922,-73.42341,100.0,CRÍTICO
LICAUQUEN,CONTULMO,-38.129753,-73.168955,100.0,CRÍTICO
HIJUELA 20 LONCOTRIPAY,TIRUA,-38.394005,-73.37993,100.0,CRÍTICO
ALTO PRIMER AGUA,TIRUA,-38.411674,-73.481403,100.0,CRÍTICO
DON EMICENO I Y II,CONTULMO,-38.175421,-73.165329,100.0,CRÍTICO
SANTA MARIA Y OTROS,CONTULMO,-38.190979,-73.157516,100.0,CRÍTICO
SANTA CRUZ I II III Y IV,CONTULMO,-38.078914,-73.225099,100.0,CRÍTICO
PORVENIR I Y II,CANETE,-37.855191,-73.214563,100.0,CRÍTICO
HIJUELAS EL DESCANSO,CANETE,-37.807077,-73.189447,100.0,CRÍTICO
EL NANCO,CONTULMO,-38.092159,-73.203222,100.0,CRÍTICO
LAS PLAYAS Y OTROS,CONTULMO,-38.172165,-73.30156,100.0,CRÍTICO
SANTA INES III,CONTULMO,-37.953154,-73.129531,100.0,CRÍTICO
HIJUELA 26 PRIMERA AGUA,TIRUA,-38.423933,-73.460453,100.0,CRÍTICO
LA ESCOPETA Y OTROS,CONTULMO,-38.171382,-73.172761,100.0,CRÍTICO
EL TRANSITO Y OTROS,TIRUA,-38.250565,-73.231958,100.0,CRÍTICO
