predio,comuna,latitud,longitud,score,nivel
LA MONTANA 1,NACIMIENTO,-37.447188,-72.936381,58.0,ALTO
LA SIRENA II PARTE B,CURANILAHUE,-37.575158,-73.035659,32.0,MEDIO
HIJUELA EL ALAMO,NACIMIENTO,-37.515196,-72.856255,43.0,MEDIO
POCO A POCO,MULCHEN,-37.871269,-71.996866,86.0,CRÍTICO
MARAVILLA-CHOROICO,NACIMIENTO,-37.541103,-72.826639,37.0,MEDIO
PARCELAS GRANEROS,NEGRETE,-37.6545,-72.580808,66.0,ALTO
TRALPENES Y OTROS,NACIMIENTO,-37.51601,-72.613343,41.0,MEDIO
LO NIEVE PARC.5 LOTE B,SANTA BARBARA,-37.687969,-71.720551,64.0,ALTO
LOS ROBLES LOTE 10,QUILLECO,-37.453063,-71.863228,58.0,ALTO
SAN ANTONIO LOTE 1,QUILLECO,-37.515927,-71.89492,46.0,MEDIO
EL MICHAY,EL CARMEN,-36.875831,-71.868432,0.0,BAJO
PARCELA 8 Y 10 EL SAUCE,NEGRETE,-37.532027,-72.604008,41.0,MEDIO
EL ENCINO Y LA ARENGA,EL CARMEN,-36.866436,-71.835224,0.0,BAJO
EL LLANO,YUNGAY,-37.093219,-71.781623,0.0,BAJO
LA MESETA BAJA,TUCAPEL,-37.263867,-71.794004,24.0,BAJO
ISLA SAN VICENTE,EL CARMEN,-36.857317,-71.775265,0.0,BAJO
EL ENCINO Y OTROS,EL CARMEN,-36.874052,-71.747689,0.0,BAJO
HIJUELA 21 MAIPO LOTE C,NACIMIENTO,-37.521064,-72.992829,35.0,MEDIO
HIJUELA 8 MAIPO LOTE-A,NACIMIENTO,-37.523106,-73.018345,43.0,MEDIO
CAPELLANIA,PENCAHUE,-35.305068,-71.709984,0.0,BAJO
LA MESETA LOTE A,PENCAHUE,-35.444631,-71.994788,0.0,BAJO
MONTONERA LOTE A,PENCAHUE,-35.329555,-71.835654,0.0,BAJO
TRALHUENES L.1HIJ.2,PENCAHUE,-35.436251,-71.730421,0.0,BAJO
EL BAJIO LOTE - A,PENCAHUE,-35.263143,-71.715652,0.0,BAJO
CAPELLANIA CHICA,PENCAHUE,-35.299951,-71.68621,0.0,BAJO
LA FORTUNA LOTE A Y B,PENCAHUE,-35.200482,-71.747105,0.0,BAJO
EL LLANILLO LOTE A,PENCAHUE,-35.203572,-71.759214,0.0,BAJO
HIJUELA 4 MAITENHUAPI LOTE A,PENCAHUE,-35.271549,-71.585844,0.0,BAJO
LA ESPERANZA,MAULE,-35.502911,-71.766301,0.0,BAJO
LA ENTRADA,PENCAHUE,-35.318184,-71.678628,0.0,BAJO
HACIENDA RIO CLARO,MOLINA,-35.232543,-71.145363,0.0,BAJO
TRICAHUE LOTE A,PENCAHUE,-35.451262,-71.976634,0.0,BAJO
LA HUERTA,PENCAHUE,-35.321742,-71.858998,0.0,BAJO
QUINQUILMO LOTE 1,SAN JAVIER,-35.812322,-71.974069,0.0,BAJO
SAN ANTONIO DE TAPIHUE,PENCAHUE,-35.172135,-71.691638,0.0,BAJO
LOS NEGROS O LIBUN LOTES A Y B,PENCAHUE,-35.376218,-71.885751,0.0,BAJO
PARCELA 11 MATANCILLA,PENCAHUE,-35.352225,-71.856491,0.0,BAJO
FLOR DEL LLANO,PENCAHUE,-35.206773,-71.794454,0.0,BAJO
PURAPEL,SAN JAVIER,-35.663779,-72.069344,0.0,BAJO
RUCAHUE DE LAS CANAS,SAN JAVIER,-35.541141,-71.808381,0.0,BAJO
EL CHONCHON,CAUQUENES,-35.802533,-72.225687,0.0,BAJO
MANIL,SANTA BARBARA,-37.618222,-72.120218,86.0,CRÍTICO
CABANA EUGENIA,SANTA BARBARA,-37.7003,-71.802511,64.0,ALTO
RESPETADO,SANTA BARBARA,-37.546384,-71.818812,54.0,ALTO
CAMPO LINDO,MULCHEN,-37.841135,-72.152941,100.0,CRÍTICO
REHUEN,MULCHEN,-37.760474,-72.261406,100.0,CRÍTICO
HUINQUEN,QUILACO,-37.719148,-71.859378,76.0,CRÍTICO
YUNGAY,YUNGAY,-37.092456,-72.046308,12.0,BAJO
SANTA ALICIA,YUNGAY,-37.106615,-71.860376,0.0,BAJO
CENTINELA,EL CARMEN,-36.885882,-71.924822,0.0,BAJO
CAMARICO,PEMUCO,-37.030078,-71.918554,0.0,BAJO
MANANTIALES,YUNGAY,-37.082242,-71.812646,0.0,BAJO
SANTA MARIA,QUILLECO,-37.440117,-71.916374,42.0,MEDIO
AURORA,MULCHEN,-37.737907,-72.434655,100.0,CRÍTICO
TIERRAS NOBLES,LOS ANGELES,-37.424963,-72.630528,37.0,MEDIO
SANTA CLEMENTINA,YUNGAY,-37.156687,-71.948035,4.0,BAJO
SAN ALFONSO,YUNGAY,-37.112459,-71.901836,0.0,BAJO
PARCELA 45 TIERRA LIBRES,MULCHEN,-37.601685,-72.43425,24.0,BAJO
LAS DELICIAS LOTE D,TUCAPEL,-37.213367,-71.890113,8.0,BAJO
LAS DELICIAS LOTE A,TUCAPEL,-37.201007,-71.877163,8.0,BAJO
EL LAVADO Y OTROS,YUNGAY,-37.149615,-71.858933,0.0,BAJO
HIJUELA EL DURAZNO,NACIMIENTO,-37.528918,-72.925368,49.0,MEDIO
EL COPIHUE HIJUELA 5,NACIMIENTO,-37.341266,-72.765945,43.0,MEDIO
CUATRO HERMANAS,MULCHEN,-37.769614,-72.327088,100.0,CRÍTICO
LOS COSACOS,SANTA BARBARA,-37.560746,-71.913014,94.0,CRÍTICO
EL PORVENIR D,SANTA BARBARA,-37.558049,-71.922167,94.0,CRÍTICO
SANTA TERESA PARCELA 8,MULCHEN,-37.821084,-72.109714,100.0,CRÍTICO
POZO DE ORO PC 1 Y 2,TRAIGUEN,-38.134997,-72.694798,100.0,CRÍTICO
EL NONO,TRAIGUEN,-38.152255,-72.715926,100.0,CRÍTICO
POZO DE ORO PC-21,TRAIGUEN,-38.145955,-72.737693,100.0,CRÍTICO
EL PASTAL,TRAIGUEN,-38.250093,-72.742349,100.0,CRÍTICO
EL DESENGAÑO,TRAIGUEN,-38.162909,-72.672766,100.0,CRÍTICO
HJ-1 EX-RENAICO,MULCHEN,-37.837015,-72.386453,100.0,CRÍTICO
FUNDO QUILQUEN,TRAIGUEN,-38.140235,-72.72061,100.0,CRÍTICO
QUILQUEN LT-1A,TRAIGUEN,-38.129755,-72.733532,100.0,CRÍTICO
POZO DE ORO PC-18 LT-B,TRAIGUEN,-38.122895,-72.744548,100.0,CRÍTICO
LA UNIÓN,TRAIGUEN,-38.152239,-72.655289,100.0,CRÍTICO
PAIHUEN Y OTRO,LONCOCHE,-39.327564,-72.787505,74.0,ALTO
HIJUELA LOS CHILCOS,GALVARINO,-38.373989,-72.769256,100.0,CRÍTICO
SAN RAMON,MARIQUINA,-39.313088,-72.876936,44.0,MEDIO
SAN CAMILO,LUMACO,-38.242907,-73.168109,100.0,CRÍTICO
EL HUAPE,LUMACO,-38.408372,-73.296394,100.0,CRÍTICO
SANTA ELSA LOTE A,LUMACO,-38.348812,-72.94735,100.0,CRÍTICO
EL NATRAL Y LOS NIRRES,LUMACO,-38.306314,-73.058355,100.0,CRÍTICO
SAN MIGUEL LOTE E Y F1,YUMBEL,-37.071257,-72.688991,3.0,BAJO
TRES MARIAS Y MARIA PILA,CABRERO,-37.126584,-72.463939,3.0,BAJO
CASAS DE RIO CLARO RESTO LOTE A Y SITIO1,CABRERO,-37.002207,-72.496846,6.0,BAJO
PATAGUACO HIJUELA 5 LOTE,YUMBEL,-37.180969,-72.719677,3.0,BAJO
PATAGUACO HIJUELA 4 REST,YUMBEL,-37.178496,-72.717034,3.0,BAJO
SAN JUAN LOTE 1,YUMBEL,-37.121729,-72.68771,3.0,BAJO
LA HERRADURA HIJUELA 2,TUCAPEL,-37.241154,-71.883238,8.0,BAJO
SAN FRANCISCO I,SAN ROSENDO,-37.189621,-72.739379,0.0,BAJO
ALCAPAN Y OTROS,LOS ANGELES,-37.209794,-72.169943,12.0,BAJO
BRASIL,LAJA,-37.369178,-72.586573,4.0,BAJO
CACHAPOAL,LOS ANGELES,-37.251347,-72.505025,0.0,BAJO
HUAQUI TERCERO,LOS ANGELES,-37.342712,-72.416798,6.0,BAJO
EL PORVERNIR Y LAS MALVINAS L-A,LAJA,-37.364278,-72.469633,6.0,BAJO
LO ALFREDO PORCION 1 Y 2,LOS ANGELES,-37.4019,-72.586349,37.0,MEDIO
LA CAPILLA PORCION 1 Y 2,LOS ANGELES,-37.343058,-72.191314,12.0,BAJO
LA MONA Y LOS TILOS,LOS ANGELES,-37.38288,-72.40941,6.0,BAJO
LAS SETENTA EL NOGAL,LAJA,-37.383583,-72.495717,6.0,BAJO
ISLA DEL LAJA,LOS ANGELES,-37.231485,-72.469484,0.0,BAJO
HIGUERILLAS Y OTROS,LOS ANGELES,-37.354421,-72.326409,14.0,BAJO
MAQUEHUE PORCION 1 Y 2,LOS ANGELES,-37.22828,-72.299104,12.0,BAJO
CHILLICO-EL DAMASCO Y OT,LAJA,-37.247685,-72.623443,0.0,BAJO
PITREMAITEN,LOS ANGELES,-37.250286,-72.167561,12.0,BAJO
LA ENVIDIA EX RARINCO,LOS ANGELES,-37.39305,-72.478224,6.0,BAJO
SAN PABLO,LOS ANGELES,-37.280035,-72.1884,12.0,BAJO
SAN RAMON Y OTROS,LOS ANGELES,-37.294154,-72.397655,12.0,BAJO
SANTA JULIA,LAJA,-37.303047,-72.702937,6.0,BAJO
TRES PINOS,LAJA,-37.347809,-72.686986,43.0,MEDIO
SANTA ISABEL DE RARINCO,LOS ANGELES,-37.412847,-72.261171,6.0,BAJO
VEGUILLAS EL EDEN-STA.CL,LOS ANGELES,-37.339837,-72.280189,14.0,BAJO
EL ZARZAL,LOS ANGELES,-37.233442,-72.439629,0.0,BAJO
LOS MAITENES LOTE A,LOS ANGELES,-37.360779,-72.35733,6.0,BAJO
HUAQUI IV,LOS ANGELES,-37.37691,-72.656923,43.0,MEDIO
SAN VICENTE LOTE A,LAJA,-37.24312,-72.57165,0.0,BAJO
LA ESPERANZA,LOS ANGELES,-37.18938,-72.126539,12.0,BAJO
COYANCO LOTE A,LAJA,-37.30128,-72.569925,0.0,BAJO
MALLORCA,LOS ANGELES,-37.463095,-72.081928,26.0,MEDIO
VEGA LARGA Y LAS COLMENA,LAJA,-37.266522,-72.638442,0.0,BAJO
EL PINO II,LOS ANGELES,-37.249679,-72.464991,0.0,BAJO
SANTA BERTA,LOS ANGELES,-37.404962,-72.439597,6.0,BAJO
SANTA ADRIANA,LOS ANGELES,-37.341495,-72.221744,14.0,BAJO
LO MORENO,LOS ANGELES,-37.200071,-72.096372,12.0,BAJO
MARENGO,LAJA,-37.327732,-72.618089,4.0,BAJO
HARAS DEL LAJA PARCELA C,LOS ANGELES,-37.31093,-72.412734,6.0,BAJO
SAN RAMON Y STA ZAIRA,LOS ANGELES,-37.390678,-72.616303,37.0,MEDIO
EL DESIERTO,LOS ANGELES,-37.264674,-72.141305,12.0,BAJO
SAN ISIDRO II,LOS ANGELES,-37.421907,-72.292942,6.0,BAJO
PARCELA 5 SAN ANTONIO,LOS ANGELES,-37.414034,-72.434225,6.0,BAJO
EL ACAMPAO,LOS ANGELES,-37.395748,-72.569838,8.0,BAJO
APELAHUE HIJUELA 2 Y 3,LAJA,-37.339636,-72.562993,0.0,BAJO
LAS TORRES Y STA JUANA,LOS ANGELES,-37.32554,-72.434061,6.0,BAJO
PARCELA EL SOL,LOS ANGELES,-37.275309,-72.151829,12.0,BAJO
LA LEONERA,CURANILAHUE,-37.578133,-73.068806,40.0,MEDIO
OFICINA LOS ANGELES,LOS ANGELES,-37.46844,-72.333617,6.0,BAJO
EL ALAMO LOTE 1,SANTA JUANA,-37.280794,-72.896613,14.0,BAJO
SANTA GERTRUDIS,SANTA JUANA,-37.263333,-72.887707,14.0,BAJO
HIJUELA SAN VICENTE,SAN JAVIER,-35.725591,-71.962925,0.0,BAJO
LOS MAQUIS LOTE A.,SAN JAVIER,-35.476115,-71.996122,0.0,BAJO
SAN LEONARDO HIJ.1 A 6,CAUQUENES,-35.880549,-72.282511,0.0,BAJO
CERRO CARRETONES,LONGAVI,-35.987794,-71.499608,0.0,BAJO
AGUA FRIA,EMPEDRADO,-35.575464,-72.2075,12.0,BAJO
PORTEZUELO,COLBUN,-35.670155,-71.366932,0.0,BAJO
SANTA SOFIA L-A Y B,CAUQUENES,-35.723226,-72.078759,0.0,BAJO
ASTILLAS DE CALIBORO,SAN JAVIER,-35.799949,-71.9371,0.0,BAJO
SANTA DOLORES,SAN JAVIER,-35.625624,-72.094597,4.0,BAJO
HIJUELA PUICO,SAN JAVIER,-35.647141,-72.115644,4.0,BAJO
HIJUELA N┬░2 PICHUN NORTE,CAUQUENES,-36.052925,-72.285203,0.0,BAJO
QUIPATO,CAUQUENES,-35.95994,-72.145556,0.0,BAJO
SAN JORGE DE CALIBORO Y OTRO,SAN JAVIER,-35.76814,-71.878007,0.0,BAJO
EL LLANO,SAN JAVIER,-35.651241,-72.003864,0.0,BAJO
STA. MARIA DE MINGRE,SAN JAVIER,-35.560315,-71.966114,0.0,BAJO
ESCUADRON ALTO,CORONEL,-36.976221,-73.094426,51.0,ALTO
MEMBRILLAR,NACIMIENTO,-37.364463,-72.874107,42.0,MEDIO
PAPAL,NACIMIENTO,-37.439341,-72.738141,43.0,MEDIO
TRES PUEBLAS,NACIMIENTO,-37.533144,-72.844866,37.0,MEDIO
SANTA ELENA #2,NACIMIENTO,-37.581292,-72.844623,43.0,MEDIO
"NARANJO, EL",NACIMIENTO,-37.395195,-72.731085,43.0,MEDIO
LA TOTORA,NACIMIENTO,-37.494292,-72.80894,43.0,MEDIO
LA FORTUNA,NACIMIENTO,-37.590188,-72.723627,41.0,MEDIO
"ALAMO, EL",NACIMIENTO,-37.495814,-72.805684,43.0,MEDIO
LOS COPIHUES 2,MULCHEN,-37.84052,-72.355095,100.0,CRÍTICO
"HIGUERA 2,LA",MULCHEN,-37.781253,-72.43297,100.0,CRÍTICO
LOS BOLDOS,MULCHEN,-37.668706,-72.190951,100.0,CRÍTICO
LOTE 1 CONCHA,MULCHEN,-37.648674,-72.224406,100.0,CRÍTICO
EL PINAR,PUREN,-38.090053,-73.028114,100.0,CRÍTICO
HIJUELA COLPI,GALVARINO,-38.343055,-72.841715,100.0,CRÍTICO
SANTA LUCÍA,PUREN,-38.02711,-73.090726,100.0,CRÍTICO
SAN SEBASTIAN Y OTROS,LUMACO,-38.170755,-73.014712,100.0,CRÍTICO
PUNTUN LOTE B,PUREN,-38.081394,-73.081855,100.0,CRÍTICO
EL LINGUE,MARIQUINA,-39.32946,-72.897648,44.0,MEDIO
SANTA INES,LONCOCHE,-39.275327,-72.614728,84.0,CRÍTICO
LAS CARPAS Y OTROS,LUMACO,-38.228872,-73.090253,100.0,CRÍTICO
PENSAMIENTO LOTE A,TRAIGUEN,-38.337725,-72.649835,100.0,CRÍTICO
PENSAMIENTO LOTE E,TRAIGUEN,-38.346598,-72.663502,100.0,CRÍTICO
EL ZORZAL Y OTRO,LONCOCHE,-39.299248,-72.842893,50.0,ALTO
ALTO MOLUL Y OTROS,LONCOCHE,-39.316039,-72.742959,94.0,CRÍTICO
LAS LIMAS Y OTROS,LUMACO,-38.200441,-73.05903,100.0,CRÍTICO
LOS CALBUCOS Y OTROS,LUMACO,-38.344441,-73.015192,100.0,CRÍTICO
SAN JOSE I,LONCOCHE,-39.320409,-72.565088,76.0,CRÍTICO
CHEQUENAL Y OTROS,NACIMIENTO,-37.382541,-72.740397,43.0,MEDIO
LA SIRENA II PARTE A,NACIMIENTO,-37.57732,-73.026227,32.0,MEDIO
LOMA BLANCA,SANTA JUANA,-37.256722,-72.951059,17.0,BAJO
LAS CUEVAS-BELLA TARDE,NACIMIENTO,-37.287511,-72.728357,6.0,BAJO
LO PACHECO,SANTA JUANA,-37.301882,-72.784253,6.0,BAJO
HUAPE,CURANILAHUE,-37.55162,-73.052563,43.0,MEDIO
SANTA CLARA,CURANILAHUE,-37.565787,-73.068585,40.0,MEDIO
LA PITRA,SANTA JUANA,-37.338645,-73.057305,49.0,MEDIO
HIJUELAS LOS RIOS,CURANILAHUE,-37.452891,-73.010739,49.0,MEDIO
VISTA BONITA,NACIMIENTO,-37.434742,-72.947719,58.0,ALTO
EL PEUMO,NACIMIENTO,-37.451191,-72.911771,46.0,MEDIO
STA. CRUZ Y CHEQUENAL LOTES A-B,NACIMIENTO,-37.356788,-72.749632,43.0,MEDIO
SAN LUIS DE PASO MALO,NACIMIENTO,-37.329913,-72.754276,43.0,MEDIO
SANTA ISABEL Y OTROS,NACIMIENTO,-37.436274,-72.937699,58.0,ALTO
SANTA ANA - EL TILO Y OTROS,NACIMIENTO,-37.411307,-72.860204,43.0,MEDIO
MONTERREY - EL PERAL SOL,NACIMIENTO,-37.320895,-72.731266,10.0,BAJO
SAN FRANCISCO II,SANTA JUANA,-37.141206,-72.989891,29.0,MEDIO
POCO A POCO II CENTINELA,SANTA JUANA,-37.24728,-72.958665,17.0,BAJO
LA MONJA,SANTA JUANA,-37.439719,-73.025128,49.0,MEDIO
EL SAUCE,SANTA JUANA,-37.362793,-72.956756,9.0,BAJO
LOS PERALES,NACIMIENTO,-37.422778,-72.904229,42.0,MEDIO
LOS RIOS II,CURANILAHUE,-37.453732,-73.008741,49.0,MEDIO
MACULMAVIDA Y SAN ALBERT,NACIMIENTO,-37.394683,-72.723497,43.0,MEDIO
LAS HERAS Y LA TROYA I,NACIMIENTO,-37.444695,-72.917709,42.0,MEDIO
LA ESPERANZA LOTE 2,SANTA JUANA,-37.305984,-73.033587,33.0,MEDIO
JUNQUILLAR,NACIMIENTO,-37.570739,-72.681938,41.0,MEDIO
SAN PEDRO,NACIMIENTO,-37.606282,-72.657848,41.0,MEDIO
POLONIA,NACIMIENTO,-37.518017,-72.799096,37.0,MEDIO
CHAMIZAL Y OTRO,NACIMIENTO,-37.551263,-72.868198,37.0,MEDIO
SAN FELIPE,NACIMIENTO,-37.429183,-72.912365,42.0,MEDIO
EL NARANJO,NACIMIENTO,-37.43548,-72.900439,46.0,MEDIO
EL EUCALIPTUS,CURANILAHUE,-37.568527,-73.078446,40.0,MEDIO
EL SALTO,CURANILAHUE,-37.564651,-73.081825,40.0,MEDIO
LA HUERTA,SANTA JUANA,-37.309377,-72.752843,6.0,BAJO
EL ENCANTO,CURANILAHUE,-37.512935,-73.089769,51.0,ALTO
EL DERRUMBE Y OTROS,NACIMIENTO,-37.323845,-72.7588,10.0,BAJO
CERRO NEGRO,SANTA JUANA,-37.424857,-73.038601,57.0,ALTO
PURGATORIO,SANTA JUANA,-37.334665,-73.016561,25.0,MEDIO
TRONGOL HIJUELA 5,CURANILAHUE,-37.528331,-73.254735,100.0,CRÍTICO
LA RESERVADA HIJUELA 3,CURANILAHUE,-37.537354,-73.182043,100.0,CRÍTICO
PUEBLA DE BURGOS,CURANILAHUE,-37.561427,-73.063452,43.0,MEDIO
PARCELAS CABRERA,SANTA JUANA,-37.372987,-73.118598,67.0,ALTO
SANTA EDELMIRA II,CURANILAHUE,-37.583285,-73.097413,48.0,MEDIO
SANTA FILOMENA Y SANTA MARÍA,NACIMIENTO,-37.479356,-72.943919,58.0,ALTO
SAN BERNARDO,NACIMIENTO,-37.379534,-72.701617,43.0,MEDIO
SAN JOSE,CURANILAHUE,-37.570364,-73.09099,48.0,MEDIO
PARCELAS ESPIGADO,SANTA JUANA,-37.361982,-72.990796,9.0,BAJO
CULEN 3,CURANILAHUE,-37.45976,-72.988488,41.0,MEDIO
ARINCO 2 LOTE 1 Y 2,NACIMIENTO,-37.48458,-72.959457,66.0,ALTO
EL SAUCE A Y E,NACIMIENTO,-37.378086,-72.724782,43.0,MEDIO
LOS PATOS,NACIMIENTO,-37.466991,-72.90306,46.0,MEDIO
MAIPO III,CURANILAHUE,-37.499759,-73.041948,43.0,MEDIO
SANTA MARIA,NACIMIENTO,-37.454381,-72.869206,43.0,MEDIO
SAN ANDRES DE TANAHUILLIN,SANTA JUANA,-37.231578,-72.777127,14.0,BAJO
TRONGOL,CURANILAHUE,-37.622134,-73.144532,100.0,CRÍTICO
HIJUELA 1 LAS HERAS,ANGOL,-37.593625,-72.857307,43.0,MEDIO
LAS VINAS,SANTA BARBARA,-37.603166,-72.030243,90.0,CRÍTICO
SAN JUAN GRANDE,MULCHEN,-37.910464,-72.010372,70.0,ALTO
QUILAPALOS PARCELA 126 LOTE E,QUILACO,-37.792083,-71.942328,72.0,ALTO
SANTA LUCIA,MULCHEN,-37.867166,-72.161617,100.0,CRÍTICO
SANTA ISABEL,MULCHEN,-37.872029,-72.177207,100.0,CRÍTICO
CAMPOAMOR PARCELA 1,MULCHEN,-37.855908,-72.285332,100.0,CRÍTICO
CAMPOAMOR DOS,MULCHEN,-37.869603,-72.293179,100.0,CRÍTICO
EL PORVENIR,MULCHEN,-37.81397,-72.033804,94.0,CRÍTICO
QUILAPALOS PARCELA 126 LOTE 2A,QUILACO,-37.81376,-71.939014,72.0,ALTO
QUILAPALOS PARCELA 126 LOTE 2B,QUILACO,-37.812972,-71.940751,72.0,ALTO
QUILAPALOS PARCELA 126 LOTE 3C,QUILACO,-37.812328,-71.942536,72.0,ALTO
QUILAPALOS PARCELA 126 LOTE 3D,QUILACO,-37.81343,-71.945628,72.0,ALTO
PARCELA 2 CENTINELA,MULCHEN,-37.693047,-72.173764,100.0,CRÍTICO
PARCELA 3 CENTINELA,MULCHEN,-37.693184,-72.168289,100.0,CRÍTICO
SANTA ANA PARCELA 13,MULCHEN,-37.805531,-72.360858,100.0,CRÍTICO
CAMPOAMOR DOS,MULCHEN,-37.867314,-72.303058,100.0,CRÍTICO
SANTA ROSA,SAN JAVIER,-35.78248,-71.966094,0.0,BAJO
RINCONADA,LONGAVI,-36.095332,-71.466812,0.0,BAJO
LOS TRALPENES II,NACIMIENTO,-37.506077,-72.617602,41.0,MEDIO
BAQUECHA Y OTROS,QUILACO,-37.790439,-71.796618,70.0,ALTO
EL QUILLAY LOTE A,EL CARMEN,-36.865571,-71.718289,0.0,BAJO
LAS LOMAS,SAN CLEMENTE,-35.465586,-71.12819,0.0,BAJO
HIJUELA 3 SANTA ELVIRA,CAUQUENES,-35.799274,-72.365316,0.0,BAJO
LA BONITA,NIQUEN,-36.380646,-71.644363,0.0,BAJO
LOMAS DE QUITO,PARRAL,-36.238305,-71.647512,0.0,BAJO
KIWENO,LONGAVI,-35.960414,-71.587495,0.0,BAJO
SAN FRANCISCO VII,SAN RAFAEL,-35.296775,-71.39789,0.0,BAJO
MALCHO LOTE 4B1,LONGAVI,-36.225218,-71.416224,0.0,BAJO
LOMAS DE CATILLO,PARRAL,-36.27009,-71.617484,0.0,BAJO
PARCELA 18 EL PEUMO DE ZEMITA,SAN CARLOS,-36.35744,-71.732908,0.0,BAJO
TENEQUIN,CHANCO,-35.690379,-72.419774,4.0,BAJO
LOS MAITENES Y EL QUILLAY,RIO CLARO,-35.323312,-71.169772,0.0,BAJO
HIJUELA 3 MEMBRILLAR LOTE A,PORTEZUELO,-36.608969,-72.460391,15.0,BAJO
SAN JOSE,YUNGAY,-37.083945,-71.85392,0.0,BAJO
SAN VICENTE,PEMUCO,-37.040197,-72.028315,4.0,BAJO
SAN ANTONIO,PEMUCO,-37.034169,-72.008818,4.0,BAJO
SANTA ELBA,PEMUCO,-37.022614,-71.989886,0.0,BAJO
SANTA VERONICA,PEMUCO,-37.021938,-71.969359,0.0,BAJO
SANTA ESTELA,YERBAS BUENAS,-35.638065,-71.564726,0.0,BAJO
HIJUELA 6 SAN LUIS DEL PALPAL,PEMUCO,-36.992244,-72.02267,0.0,BAJO
SANTA ALICIA,YUNGAY,-37.096997,-71.858746,0.0,BAJO
MATANZAS CALQUIN,CAUQUENES,-35.840544,-72.441711,0.0,BAJO
PARCELA 71 Y 72 COLONIA R. OPAZO,LONGAVI,-36.02183,-71.567616,0.0,BAJO
EL MOGOTO HIJUELA 2,COIHUECO,-36.767615,-71.689158,0.0,BAJO
SAN AGUSTIN LOTE 1 Y 2,SAN JAVIER,-35.761215,-71.986875,0.0,BAJO
PERALILLO MAULE,SAN IGNACIO,-36.786079,-72.046845,0.0,BAJO
HIJUELA PONIENTE PUYARAL LOTE A,SAN NICOLAS,-36.541189,-72.230871,12.0,BAJO
DIEGO DE HIGUERAS LOTE 2,COIHUECO,-36.594762,-71.66145,5.0,BAJO
CENTINELA,COIHUECO,-36.566309,-71.623702,5.0,BAJO
LAS ESCALERAS,COIHUECO,-36.579586,-71.652153,5.0,BAJO
EL SALVADOR,PENCAHUE,-35.302529,-71.643995,0.0,BAJO
PC-81 LT-B COLONIA RELÚN,LUMACO,-38.262719,-73.171137,100.0,CRÍTICO
PICHIMANCA,PUREN,-37.878833,-73.039683,100.0,CRÍTICO
LOLENCO - FUNDO PELLAHUEN,LUMACO,-38.330404,-72.953712,100.0,CRÍTICO
ANTOFAGASTA - EL TRIGAL LT-3A,TRAIGUEN,-38.168843,-72.730061,100.0,CRÍTICO
VILLA QUERABARI,TRAIGUEN,-38.273193,-72.754077,100.0,CRÍTICO
BOYONCO,PUREN,-38.068815,-73.075614,100.0,CRÍTICO
LA UNIÓN HIJUELA-3,TRAIGUEN,-38.127476,-72.682677,100.0,CRÍTICO
POZO DE ORO PC-18 LT-A1,TRAIGUEN,-38.124015,-72.749939,100.0,CRÍTICO
QUILQUEN LT-2A2 Y LT-2A3,TRAIGUEN,-38.131398,-72.716409,100.0,CRÍTICO
HJ-EL PINO,PUREN,-37.871845,-73.044756,100.0,CRÍTICO
LOS NOVIOS,PUREN,-37.876192,-73.045314,100.0,CRÍTICO
EL MANZANO Y OTROS,LUMACO,-38.203716,-73.086495,100.0,CRÍTICO
PARCELAS COLONIA RELUN,LUMACO,-38.275832,-73.174312,100.0,CRÍTICO
EL TREBOL IV Y OTROS,LUMACO,-38.356176,-73.093492,100.0,CRÍTICO
LOTE C CUATRO,LUMACO,-38.366018,-72.991652,100.0,CRÍTICO
PORVENIR Y LA FORTUNA,LONCOCHE,-39.418458,-72.570174,100.0,CRÍTICO
LOTE 2 NAHUELBUTA,PUREN,-37.953254,-73.07645,100.0,CRÍTICO
EL DESIERTO Y P47 RELUN,LUMACO,-38.266724,-72.995218,100.0,CRÍTICO
COLONIA LONCOCHE,LONCOCHE,-39.357303,-72.642497,100.0,CRÍTICO
EL REPOSO Y OTROS,LONCOCHE,-39.388156,-72.845411,82.0,CRÍTICO
HIJUELA 9 LONCOCHE,LONCOCHE,-39.349725,-72.654662,100.0,CRÍTICO
DON ALFONSO,LONCOCHE,-39.269492,-72.698089,84.0,CRÍTICO
LA QUILA LOTE-C,CURANILAHUE,-37.571979,-73.150779,100.0,CRÍTICO
CHIVICURA,SANTA JUANA,-37.224896,-72.864039,14.0,BAJO
LA RINCONADA HIJUELA II,NACIMIENTO,-37.437793,-72.762541,43.0,MEDIO
SAN JUAN,NACIMIENTO,-37.388254,-72.759449,43.0,MEDIO
EL ENTIERRO,CURANILAHUE,-37.566018,-73.093269,48.0,MEDIO
LA PATAGUA EL LAUREL,NACIMIENTO,-37.544059,-72.908202,53.0,ALTO
LAS MINAS EL MANZANO,NACIMIENTO,-37.390032,-72.784793,43.0,MEDIO
TRONGOL ALTO HIJUELA 9,CURANILAHUE,-37.55246,-73.242878,100.0,CRÍTICO
LOS ALAMOS PARCELA N. 1,NACIMIENTO,-37.383614,-72.718202,43.0,MEDIO
HIJUELA LOS BAUTROS,CURANILAHUE,-37.565132,-73.098543,64.0,ALTO
AURORA DE NAHUEL 1,CURANILAHUE,-37.562874,-73.095793,59.0,ALTO
EL ALAMO,CURANILAHUE,-37.548959,-73.075478,43.0,MEDIO
