id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
2433,RESPETADO,SANTA BARBARA,-37.546384,-71.818812,BAJO,378.51
2434,CAMPO LINDO,MULCHEN,-37.841135,-72.152941,MEDIO,48.9
2435,REHUEN,MULCHEN,-37.760474,-72.261406,MEDIO,44.78
2436,HUINQUEN,QUILACO,-37.719148,-71.859378,BAJO,156.55
2437,YUNGAY,YUNGAY,-37.092456,-72.046308,BAJO,115.43
2438,SANTA ALICIA,YUNGAY,-37.106615,-71.860376,BAJO,172.86
2439,CENTINELA,EL CARMEN,-36.885882,-71.924822,BAJO,136.61
2440,CAMARICO,PEMUCO,-37.030078,-71.918554,BAJO,138.53
2441,MANANTIALES,YUNGAY,-37.082242,-71.812646,BAJO,124.91
2442,SANTA MARIA,QUILLECO,-37.440117,-71.916374,BAJO,37.73
2443,AURORA,MULCHEN,-37.737907,-72.434655,MEDIO,2428.97
2444,TIERRAS NOBLES,LOS ANGELES,-37.424963,-72.630528,BAJO,116.73
2445,SANTA CLEMENTINA,YUNGAY,-37.156687,-71.948035,BAJO,459.94
2446,SAN ALFONSO,YUNGAY,-37.112459,-71.901836,BAJO,27.41
2447,PARCELA 45 TIERRA LIBRES,MULCHEN,-37.601685,-72.43425,BAJO,29.33
2448,LAS DELICIAS LOTE D,TUCAPEL,-37.213367,-71.890113,BAJO,61.84
2449,LAS DELICIAS LOTE A,TUCAPEL,-37.201007,-71.877163,BAJO,75.13
2450,EL LAVADO Y OTROS,YUNGAY,-37.149615,-71.858933,BAJO,493.58
2451,HIJUELA EL DURAZNO,NACIMIENTO,-37.528918,-72.925368,BAJO,34.79
2452,EL COPIHUE HIJUELA 5,NACIMIENTO,-37.341266,-72.765945,MEDIO,22.26
2453,CUATRO HERMANAS,MULCHEN,-37.769614,-72.327088,MEDIO,251.07
2454,LOS COSACOS,SANTA BARBARA,-37.560746,-71.913014,BAJO,52.48
2455,EL PORVENIR D,SANTA BARBARA,-37.558049,-71.922167,BAJO,17.13
2456,SANTA TERESA PARCELA 8,MULCHEN,-37.821084,-72.109714,MEDIO,73.11
2457,POZO DE ORO PC 1 Y 2,TRAIGUEN,-38.134997,-72.694798,BAJO,128.0
2458,EL NONO,TRAIGUEN,-38.152255,-72.715926,BAJO,98.11
2459,POZO DE ORO PC-21,TRAIGUEN,-38.145955,-72.737693,BAJO,69.99
2460,EL PASTAL,TRAIGUEN,-38.250093,-72.742349,BAJO,55.03
2461,EL DESENGAÑO,TRAIGUEN,-38.162909,-72.672766,BAJO,523.88
2462,HJ-1 EX-RENAICO,MULCHEN,-37.837015,-72.386453,MEDIO,158.27
2463,FUNDO QUILQUEN,TRAIGUEN,-38.140235,-72.72061,BAJO,177.95
2464,QUILQUEN LT-1A,TRAIGUEN,-38.129755,-72.733532,BAJO,85.04
2465,POZO DE ORO PC-18 LT-B,TRAIGUEN,-38.122895,-72.744548,BAJO,23.04
2466,LA UNIÓN,TRAIGUEN,-38.152239,-72.655289,BAJO,246.04
2467,PAIHUEN Y OTRO,LONCOCHE,-39.327564,-72.787505,BAJO,429.18
2468,HIJUELA LOS CHILCOS,GALVARINO,-38.373989,-72.769256,BAJO,49.57
2469,SAN RAMON,MARIQUINA,-39.313088,-72.876936,BAJO,35.35
2470,SAN CAMILO,LUMACO,-38.242907,-73.168109,MEDIO,593.06
2471,EL HUAPE,LUMACO,-38.408372,-73.296394,MEDIO,394.42
2472,SANTA ELSA LOTE A,LUMACO,-38.348812,-72.94735,MEDIO,97.63
2473,EL NATRAL Y LOS NIRRES,LUMACO,-38.306314,-73.058355,MEDIO,237.07
2474,SAN MIGUEL LOTE E Y F1,YUMBEL,-37.071257,-72.688991,MEDIO,38.8
2475,TRES MARIAS Y MARIA PILA,CABRERO,-37.126584,-72.463939,BAJO,649.78
2476,CASAS DE RIO CLARO RESTO LOTE A Y SITIO1,CABRERO,-37.002207,-72.496846,BAJO,283.95
2477,PATAGUACO HIJUELA 5 LOTE,YUMBEL,-37.180969,-72.719677,MEDIO,56.01
2478,PATAGUACO HIJUELA 4 REST,YUMBEL,-37.178496,-72.717034,MEDIO,16.7
2479,SAN JUAN LOTE 1,YUMBEL,-37.121729,-72.68771,MEDIO,73.45
2480,LA HERRADURA HIJUELA 2,TUCAPEL,-37.241154,-71.883238,BAJO,40.38
2481,SAN FRANCISCO I,SAN ROSENDO,-37.189621,-72.739379,MEDIO,30.09
2482,ALCAPAN Y OTROS,LOS ANGELES,-37.209794,-72.169943,BAJO,556.88
2483,BRASIL,LAJA,-37.369178,-72.586573,BAJO,3375.47
2484,CACHAPOAL,LOS ANGELES,-37.251347,-72.505025,BAJO,369.32
2485,HUAQUI TERCERO,LOS ANGELES,-37.342712,-72.416798,BAJO,1018.52
2486,EL PORVERNIR Y LAS MALVINAS L-A,LAJA,-37.364278,-72.469633,BAJO,259.53
2487,LO ALFREDO PORCION 1 Y 2,LOS ANGELES,-37.4019,-72.586349,BAJO,805.4
2488,LA CAPILLA PORCION 1 Y 2,LOS ANGELES,-37.343058,-72.191314,BAJO,554.7
2489,LA MONA Y LOS TILOS,LOS ANGELES,-37.38288,-72.40941,BAJO,712.17
2490,LAS SETENTA EL NOGAL,LAJA,-37.383583,-72.495717,BAJO,160.05
2491,ISLA DEL LAJA,LOS ANGELES,-37.231485,-72.469484,BAJO,729.47
2492,HIGUERILLAS Y OTROS,LOS ANGELES,-37.354421,-72.326409,BAJO,754.17
2493,MAQUEHUE PORCION 1 Y 2,LOS ANGELES,-37.22828,-72.299104,BAJO,431.05
2494,CHILLICO-EL DAMASCO Y OT,LAJA,-37.247685,-72.623443,BAJO,221.4
2495,PITREMAITEN,LOS ANGELES,-37.250286,-72.167561,BAJO,364.88
2496,LA ENVIDIA EX RARINCO,LOS ANGELES,-37.39305,-72.478224,BAJO,56.63
2497,SAN PABLO,LOS ANGELES,-37.280035,-72.1884,BAJO,184.98
2498,SAN RAMON Y OTROS,LOS ANGELES,-37.294154,-72.397655,BAJO,653.31
2499,SANTA JULIA,LAJA,-37.303047,-72.702937,BAJO,189.06
2500,TRES PINOS,LAJA,-37.347809,-72.686986,BAJO,593.66
2501,SANTA ISABEL DE RARINCO,LOS ANGELES,-37.412847,-72.261171,BAJO,370.55
2502,VEGUILLAS EL EDEN-STA.CL,LOS ANGELES,-37.339837,-72.280189,BAJO,543.73
2503,EL ZARZAL,LOS ANGELES,-37.233442,-72.439629,BAJO,718.15
2504,LOS MAITENES LOTE A,LOS ANGELES,-37.360779,-72.35733,BAJO,462.9
2505,HUAQUI IV,LOS ANGELES,-37.37691,-72.656923,BAJO,141.57
2506,SAN VICENTE LOTE A,LAJA,-37.24312,-72.57165,BAJO,958.72
2507,LA ESPERANZA,LOS ANGELES,-37.18938,-72.126539,BAJO,361.39
2508,COYANCO LOTE A,LAJA,-37.30128,-72.569925,BAJO,339.34
2509,MALLORCA,LOS ANGELES,-37.463095,-72.081928,BAJO,457.8
2510,VEGA LARGA Y LAS COLMENA,LAJA,-37.266522,-72.638442,BAJO,561.07
2511,EL PINO II,LOS ANGELES,-37.249679,-72.464991,BAJO,342.26
2512,SANTA BERTA,LOS ANGELES,-37.404962,-72.439597,BAJO,26.12
2513,SANTA ADRIANA,LOS ANGELES,-37.341495,-72.221744,BAJO,374.04
2514,LO MORENO,LOS ANGELES,-37.200071,-72.096372,BAJO,1275.35
2515,MARENGO,LAJA,-37.327732,-72.618089,BAJO,219.46
2516,HARAS DEL LAJA PARCELA C,LOS ANGELES,-37.31093,-72.412734,BAJO,125.58
2517,SAN RAMON Y STA ZAIRA,LOS ANGELES,-37.390678,-72.616303,BAJO,361.08
2518,EL DESIERTO,LOS ANGELES,-37.264674,-72.141305,BAJO,80.58
2519,SAN ISIDRO II,LOS ANGELES,-37.421907,-72.292942,BAJO,71.83
2520,PARCELA 5 SAN ANTONIO,LOS ANGELES,-37.414034,-72.434225,BAJO,37.88
2521,EL ACAMPAO,LOS ANGELES,-37.395748,-72.569838,BAJO,197.76
2522,APELAHUE HIJUELA 2 Y 3,LAJA,-37.339636,-72.562993,BAJO,182.21
2523,LAS TORRES Y STA JUANA,LOS ANGELES,-37.32554,-72.434061,BAJO,100.16
2524,PARCELA EL SOL,LOS ANGELES,-37.275309,-72.151829,BAJO,36.33
2525,LA LEONERA,CURANILAHUE,-37.578133,-73.068806,BAJO,309.75
2526,OFICINA LOS ANGELES,LOS ANGELES,-37.46844,-72.333617,BAJO,1.23
2527,EL ALAMO LOTE 1,SANTA JUANA,-37.280794,-72.896613,MEDIO,33.24
2528,SANTA GERTRUDIS,SANTA JUANA,-37.263333,-72.887707,MEDIO,31.82
2529,HIJUELA SAN VICENTE,SAN JAVIER,-35.725591,-71.962925,BAJO,1035.51
2530,LOS MAQUIS LOTE A.,SAN JAVIER,-35.476115,-71.996122,BAJO,770.61
2531,SAN LEONARDO HIJ.1 A 6,CAUQUENES,-35.880549,-72.282511,BAJO,487.45
2532,CERRO CARRETONES,LONGAVI,-35.987794,-71.499608,BAJO,479.27
2533,AGUA FRIA,EMPEDRADO,-35.575464,-72.2075,BAJO,145.93
2534,PORTEZUELO,COLBUN,-35.670155,-71.366932,BAJO,204.16
2535,SANTA SOFIA L-A Y B,CAUQUENES,-35.723226,-72.078759,BAJO,168.85
2536,ASTILLAS DE CALIBORO,SAN JAVIER,-35.799949,-71.9371,BAJO,530.1
2537,SANTA DOLORES,SAN JAVIER,-35.625624,-72.094597,BAJO,357.21
2538,HIJUELA PUICO,SAN JAVIER,-35.647141,-72.115644,BAJO,55.3
2539,HIJUELA N┬░2 PICHUN NORTE,CAUQUENES,-36.052925,-72.285203,BAJO,361.62
2540,QUIPATO,CAUQUENES,-35.95994,-72.145556,BAJO,237.46
2541,SAN JORGE DE CALIBORO Y OTRO,SAN JAVIER,-35.76814,-71.878007,BAJO,430.05
2542,EL LLANO,SAN JAVIER,-35.651241,-72.003864,BAJO,106.5
2543,STA. MARIA DE MINGRE,SAN JAVIER,-35.560315,-71.966114,BAJO,2964.31
2544,ESCUADRON ALTO,CORONEL,-36.976221,-73.094426,BAJO,740.02
2545,MEMBRILLAR,NACIMIENTO,-37.364463,-72.874107,BAJO,125.85
2546,PAPAL,NACIMIENTO,-37.439341,-72.738141,MEDIO,26.85
2547,TRES PUEBLAS,NACIMIENTO,-37.533144,-72.844866,BAJO,144.7
2548,SANTA ELENA #2,NACIMIENTO,-37.581292,-72.844623,BAJO,188.47
2549,"NARANJO, EL",NACIMIENTO,-37.395195,-72.731085,MEDIO,31.13
2550,LA TOTORA,NACIMIENTO,-37.494292,-72.80894,BAJO,28.36
2551,LA FORTUNA,NACIMIENTO,-37.590188,-72.723627,MEDIO,49.81
2552,"ALAMO, EL",NACIMIENTO,-37.495814,-72.805684,BAJO,39.98
2553,LOS COPIHUES 2,MULCHEN,-37.84052,-72.355095,MEDIO,326.13
2554,"HIGUERA 2,LA",MULCHEN,-37.781253,-72.43297,MEDIO,42.34
2555,LOS BOLDOS,MULCHEN,-37.668706,-72.190951,BAJO,424.22
2556,LOTE 1 CONCHA,MULCHEN,-37.648674,-72.224406,BAJO,111.35
2557,EL PINAR,PUREN,-38.090053,-73.028114,BAJO,81.86
2558,HIJUELA COLPI,GALVARINO,-38.343055,-72.841715,BAJO,1.3
2559,SANTA LUCÍA,PUREN,-38.02711,-73.090726,BAJO,60.66
2560,SAN SEBASTIAN Y OTROS,LUMACO,-38.170755,-73.014712,MEDIO,423.16
2561,PUNTUN LOTE B,PUREN,-38.081394,-73.081855,BAJO,2.6
2562,EL LINGUE,MARIQUINA,-39.32946,-72.897648,BAJO,42.02
2563,SANTA INES,LONCOCHE,-39.275327,-72.614728,BAJO,16.31
2564,LAS CARPAS Y OTROS,LUMACO,-38.228872,-73.090253,MEDIO,143.31
2565,PENSAMIENTO LOTE A,TRAIGUEN,-38.337725,-72.649835,BAJO,68.89
2566,PENSAMIENTO LOTE E,TRAIGUEN,-38.346598,-72.663502,BAJO,60.34
2567,EL ZORZAL Y OTRO,LONCOCHE,-39.299248,-72.842893,BAJO,81.56
2568,ALTO MOLUL Y OTROS,LONCOCHE,-39.316039,-72.742959,BAJO,133.08
2569,LAS LIMAS Y OTROS,LUMACO,-38.200441,-73.05903,MEDIO,134.57
2570,LOS CALBUCOS Y OTROS,LUMACO,-38.344441,-73.015192,MEDIO,169.49
2571,SAN JOSE I,LONCOCHE,-39.320409,-72.565088,BAJO,27.7
2572,CHEQUENAL Y OTROS,NACIMIENTO,-37.382541,-72.740397,MEDIO,570.52
2573,LA SIRENA II PARTE A,NACIMIENTO,-37.57732,-73.026227,BAJO,179.03
2574,LOMA BLANCA,SANTA JUANA,-37.256722,-72.951059,MEDIO,61.32
2575,LAS CUEVAS-BELLA TARDE,NACIMIENTO,-37.287511,-72.728357,MEDIO,161.39
2576,LO PACHECO,SANTA JUANA,-37.301882,-72.784253,MEDIO,239.05
2577,HUAPE,CURANILAHUE,-37.55162,-73.052563,BAJO,368.84
2578,SANTA CLARA,CURANILAHUE,-37.565787,-73.068585,BAJO,163.08
2579,LA PITRA,SANTA JUANA,-37.338645,-73.057305,BAJO,110.52
2580,HIJUELAS LOS RIOS,CURANILAHUE,-37.452891,-73.010739,BAJO,135.2
2581,VISTA BONITA,NACIMIENTO,-37.434742,-72.947719,BAJO,53.13
2582,EL PEUMO,NACIMIENTO,-37.451191,-72.911771,BAJO,19.97
2583,STA. CRUZ Y CHEQUENAL LOTES A-B,NACIMIENTO,-37.356788,-72.749632,MEDIO,333.41
2584,SAN LUIS DE PASO MALO,NACIMIENTO,-37.329913,-72.754276,MEDIO,222.82
2585,SANTA ISABEL Y OTROS,NACIMIENTO,-37.436274,-72.937699,BAJO,146.51
2586,SANTA ANA - EL TILO Y OTROS,NACIMIENTO,-37.411307,-72.860204,BAJO,440.63
2587,MONTERREY - EL PERAL SOL,NACIMIENTO,-37.320895,-72.731266,MEDIO,772.47
2588,SAN FRANCISCO II,SANTA JUANA,-37.141206,-72.989891,MEDIO,186.64
2589,POCO A POCO II CENTINELA,SANTA JUANA,-37.24728,-72.958665,MEDIO,215.66
2590,LA MONJA,SANTA JUANA,-37.439719,-73.025128,BAJO,290.0
2591,EL SAUCE,SANTA JUANA,-37.362793,-72.956756,BAJO,329.88
2592,LOS PERALES,NACIMIENTO,-37.422778,-72.904229,BAJO,15.16
2593,LOS RIOS II,CURANILAHUE,-37.453732,-73.008741,BAJO,29.37
2594,MACULMAVIDA Y SAN ALBERT,NACIMIENTO,-37.394683,-72.723497,MEDIO,105.65
2595,LAS HERAS Y LA TROYA I,NACIMIENTO,-37.444695,-72.917709,BAJO,73.65
2596,LA ESPERANZA LOTE 2,SANTA JUANA,-37.305984,-73.033587,BAJO,58.06
2597,JUNQUILLAR,NACIMIENTO,-37.570739,-72.681938,MEDIO,914.84
2598,SAN PEDRO,NACIMIENTO,-37.606282,-72.657848,MEDIO,985.87
2599,POLONIA,NACIMIENTO,-37.518017,-72.799096,BAJO,117.37
2600,CHAMIZAL Y OTRO,NACIMIENTO,-37.551263,-72.868198,BAJO,139.21
2601,SAN FELIPE,NACIMIENTO,-37.429183,-72.912365,BAJO,47.78
2602,EL NARANJO,NACIMIENTO,-37.43548,-72.900439,BAJO,143.2
2603,EL EUCALIPTUS,CURANILAHUE,-37.568527,-73.078446,BAJO,11.66
2604,EL SALTO,CURANILAHUE,-37.564651,-73.081825,BAJO,80.18
2605,LA HUERTA,SANTA JUANA,-37.309377,-72.752843,MEDIO,336.69
2606,EL ENCANTO,CURANILAHUE,-37.512935,-73.089769,BAJO,3141.98
2607,EL DERRUMBE Y OTROS,NACIMIENTO,-37.323845,-72.7588,MEDIO,125.33
2608,CERRO NEGRO,SANTA JUANA,-37.424857,-73.038601,BAJO,155.17
2609,PURGATORIO,SANTA JUANA,-37.334665,-73.016561,BAJO,160.09
2610,TRONGOL HIJUELA 5,CURANILAHUE,-37.528331,-73.254735,BAJO,198.33
2611,LA RESERVADA HIJUELA 3,CURANILAHUE,-37.537354,-73.182043,BAJO,541.09
2612,PUEBLA DE BURGOS,CURANILAHUE,-37.561427,-73.063452,BAJO,91.65
2613,PARCELAS CABRERA,SANTA JUANA,-37.372987,-73.118598,BAJO,8553.25
2614,SANTA EDELMIRA II,CURANILAHUE,-37.583285,-73.097413,BAJO,529.43
2615,SANTA FILOMENA Y SANTA MARÍA,NACIMIENTO,-37.479356,-72.943919,BAJO,166.8
2616,SAN BERNARDO,NACIMIENTO,-37.379534,-72.701617,MEDIO,235.34
2617,SAN JOSE,CURANILAHUE,-37.570364,-73.09099,BAJO,43.74
2618,PARCELAS ESPIGADO,SANTA JUANA,-37.361982,-72.990796,BAJO,1562.19
2619,CULEN 3,CURANILAHUE,-37.45976,-72.988488,BAJO,41.34
2620,ARINCO 2 LOTE 1 Y 2,NACIMIENTO,-37.48458,-72.959457,BAJO,54.25
2621,EL SAUCE A Y E,NACIMIENTO,-37.378086,-72.724782,MEDIO,150.35
2622,LOS PATOS,NACIMIENTO,-37.466991,-72.90306,BAJO,40.28
2623,MAIPO III,CURANILAHUE,-37.499759,-73.041948,BAJO,163.36
2624,SANTA MARIA,NACIMIENTO,-37.454381,-72.869206,BAJO,167.11
2625,SAN ANDRES DE TANAHUILLIN,SANTA JUANA,-37.231578,-72.777127,MEDIO,36.69
2626,TRONGOL,CURANILAHUE,-37.622134,-73.144532,BAJO,6190.68
2627,HIJUELA 1 LAS HERAS,ANGOL,-37.593625,-72.857307,BAJO,25.15
2628,LAS VINAS,SANTA BARBARA,-37.603166,-72.030243,BAJO,150.96
2629,SAN JUAN GRANDE,MULCHEN,-37.910464,-72.010372,MEDIO,874.03
2630,QUILAPALOS PARCELA 126 LOTE E,QUILACO,-37.792083,-71.942328,BAJO,38.91
2631,SANTA LUCIA,MULCHEN,-37.867166,-72.161617,MEDIO,171.89
2632,SANTA ISABEL,MULCHEN,-37.872029,-72.177207,MEDIO,305.22
2633,CAMPOAMOR PARCELA 1,MULCHEN,-37.855908,-72.285332,MEDIO,110.1
2634,CAMPOAMOR DOS,MULCHEN,-37.869603,-72.293179,MEDIO,195.91
2635,EL PORVENIR,MULCHEN,-37.81397,-72.033804,MEDIO,116.39
2636,QUILAPALOS PARCELA 126 LOTE 2A,QUILACO,-37.81376,-71.939014,BAJO,27.34
2637,QUILAPALOS PARCELA 126 LOTE 2B,QUILACO,-37.812972,-71.940751,BAJO,25.21
2638,QUILAPALOS PARCELA 126 LOTE 3C,QUILACO,-37.812328,-71.942536,BAJO,25.9
2639,QUILAPALOS PARCELA 126 LOTE 3D,QUILACO,-37.81343,-71.945628,BAJO,22.03
2640,PARCELA 2 CENTINELA,MULCHEN,-37.693047,-72.173764,BAJO,40.49
2641,PARCELA 3 CENTINELA,MULCHEN,-37.693184,-72.168289,BAJO,37.24
2642,SANTA ANA PARCELA 13,MULCHEN,-37.805531,-72.360858,MEDIO,118.73
2643,CAMPOAMOR DOS,MULCHEN,-37.867314,-72.303058,MEDIO,74.38
2644,SANTA ROSA,SAN JAVIER,-35.78248,-71.966094,BAJO,323.0
2645,RINCONADA,LONGAVI,-36.095332,-71.466812,BAJO,649.09
2646,LOS TRALPENES II,NACIMIENTO,-37.506077,-72.617602,MEDIO,227.8
2647,BAQUECHA Y OTROS,QUILACO,-37.790439,-71.796618,BAJO,1564.66
2648,EL QUILLAY LOTE A,EL CARMEN,-36.865571,-71.718289,BAJO,18.39
2649,LAS LOMAS,SAN CLEMENTE,-35.465586,-71.12819,BAJO,221.19
2650,HIJUELA 3 SANTA ELVIRA,CAUQUENES,-35.799274,-72.365316,BAJO,88.56
2651,LA BONITA,NIQUEN,-36.380646,-71.644363,BAJO,168.44
2652,LOMAS DE QUITO,PARRAL,-36.238305,-71.647512,BAJO,283.78
2653,KIWENO,LONGAVI,-35.960414,-71.587495,BAJO,48.91
2654,SAN FRANCISCO VII,SAN RAFAEL,-35.296775,-71.39789,BAJO,399.14
2655,MALCHO LOTE 4B1,LONGAVI,-36.225218,-71.416224,BAJO,50.72
2656,LOMAS DE CATILLO,PARRAL,-36.27009,-71.617484,BAJO,226.99
2657,PARCELA 18 EL PEUMO DE ZEMITA,SAN CARLOS,-36.35744,-71.732908,BAJO,27.6
2658,TENEQUIN,CHANCO,-35.690379,-72.419774,BAJO,238.07
2659,LOS MAITENES Y EL QUILLAY,RIO CLARO,-35.323312,-71.169772,BAJO,1116.13
2660,HIJUELA 3 MEMBRILLAR LOTE A,PORTEZUELO,-36.608969,-72.460391,BAJO,221.92
2661,SAN JOSE,YUNGAY,-37.083945,-71.85392,BAJO,30.49
2662,SAN VICENTE,PEMUCO,-37.040197,-72.028315,BAJO,8.47
2663,SAN ANTONIO,PEMUCO,-37.034169,-72.008818,BAJO,11.69
2664,SANTA ELBA,PEMUCO,-37.022614,-71.989886,BAJO,12.83
2665,SANTA VERONICA,PEMUCO,-37.021938,-71.969359,BAJO,15.44
2666,SANTA ESTELA,YERBAS BUENAS,-35.638065,-71.564726,BAJO,441.45
2667,HIJUELA 6 SAN LUIS DEL PALPAL,PEMUCO,-36.992244,-72.02267,BAJO,45.8
2668,SANTA ALICIA,YUNGAY,-37.096997,-71.858746,BAJO,8.91
2669,MATANZAS CALQUIN,CAUQUENES,-35.840544,-72.441711,BAJO,172.72
2670,PARCELA 71 Y 72 COLONIA R. OPAZO,LONGAVI,-36.02183,-71.567616,BAJO,51.35
2671,EL MOGOTO HIJUELA 2,COIHUECO,-36.767615,-71.689158,BAJO,153.31
2672,SAN AGUSTIN LOTE 1 Y 2,SAN JAVIER,-35.761215,-71.986875,BAJO,103.61
2673,PERALILLO MAULE,SAN IGNACIO,-36.786079,-72.046845,BAJO,28.03
2674,HIJUELA PONIENTE PUYARAL LOTE A,SAN NICOLAS,-36.541189,-72.230871,BAJO,623.85
2675,DIEGO DE HIGUERAS LOTE 2,COIHUECO,-36.594762,-71.66145,BAJO,795.7
2676,CENTINELA,COIHUECO,-36.566309,-71.623702,BAJO,334.9
2677,LAS ESCALERAS,COIHUECO,-36.579586,-71.652153,BAJO,373.95
2678,EL SALVADOR,PENCAHUE,-35.302529,-71.643995,BAJO,251.29
2679,PC-81 LT-B COLONIA RELÚN,LUMACO,-38.262719,-73.171137,MEDIO,22.87
2680,PICHIMANCA,PUREN,-37.878833,-73.039683,BAJO,12.7
2681,LOLENCO - FUNDO PELLAHUEN,LUMACO,-38.330404,-72.953712,MEDIO,0.3
2682,ANTOFAGASTA - EL TRIGAL LT-3A,TRAIGUEN,-38.168843,-72.730061,BAJO,1.1
2683,VILLA QUERABARI,TRAIGUEN,-38.273193,-72.754077,BAJO,2.65
2684,BOYONCO,PUREN,-38.068815,-73.075614,BAJO,39.48
2685,LA UNIÓN HIJUELA-3,TRAIGUEN,-38.127476,-72.682677,BAJO,738.09
2686,POZO DE ORO PC-18 LT-A1,TRAIGUEN,-38.124015,-72.749939,BAJO,5.23
2687,QUILQUEN LT-2A2 Y LT-2A3,TRAIGUEN,-38.131398,-72.716409,BAJO,94.65
2688,HJ-EL PINO,PUREN,-37.871845,-73.044756,BAJO,10.62
2689,LOS NOVIOS,PUREN,-37.876192,-73.045314,BAJO,12.9
2690,EL MANZANO Y OTROS,LUMACO,-38.203716,-73.086495,MEDIO,200.02
2691,PARCELAS COLONIA RELUN,LUMACO,-38.275832,-73.174312,MEDIO,821.74
2692,EL TREBOL IV Y OTROS,LUMACO,-38.356176,-73.093492,MEDIO,610.21
2693,LOTE C CUATRO,LUMACO,-38.366018,-72.991652,MEDIO,32.13
2694,PORVENIR Y LA FORTUNA,LONCOCHE,-39.418458,-72.570174,BAJO,174.24
2695,LOTE 2 NAHUELBUTA,PUREN,-37.953254,-73.07645,BAJO,32.18
2696,EL DESIERTO Y P47 RELUN,LUMACO,-38.266724,-72.995218,MEDIO,102.66
2697,COLONIA LONCOCHE,LONCOCHE,-39.357303,-72.642497,BAJO,20.7
2698,EL REPOSO Y OTROS,LONCOCHE,-39.388156,-72.845411,BAJO,90.49
2699,HIJUELA 9 LONCOCHE,LONCOCHE,-39.349725,-72.654662,BAJO,130.83
2700,DON ALFONSO,LONCOCHE,-39.269492,-72.698089,BAJO,47.85
2701,LA QUILA LOTE-C,CURANILAHUE,-37.571979,-73.150779,BAJO,157.26
2702,CHIVICURA,SANTA JUANA,-37.224896,-72.864039,MEDIO,77.11
2703,LA RINCONADA HIJUELA II,NACIMIENTO,-37.437793,-72.762541,MEDIO,101.64
2704,SAN JUAN,NACIMIENTO,-37.388254,-72.759449,MEDIO,506.41
2705,EL ENTIERRO,CURANILAHUE,-37.566018,-73.093269,BAJO,17.94
2706,LA PATAGUA EL LAUREL,NACIMIENTO,-37.544059,-72.908202,BAJO,102.87
2707,LAS MINAS EL MANZANO,NACIMIENTO,-37.390032,-72.784793,MEDIO,95.51
2708,TRONGOL ALTO HIJUELA 9,CURANILAHUE,-37.55246,-73.242878,BAJO,159.11
2709,LOS ALAMOS PARCELA N. 1,NACIMIENTO,-37.383614,-72.718202,MEDIO,14.96
2710,HIJUELA LOS BAUTROS,CURANILAHUE,-37.565132,-73.098543,BAJO,29.6
2711,AURORA DE NAHUEL 1,CURANILAHUE,-37.562874,-73.095793,BAJO,223.95
2712,EL ALAMO,CURANILAHUE,-37.548959,-73.075478,BAJO,32.05
2713,HIJUELA 6 MAIPO,CURANILAHUE,-37.53592,-73.051265,BAJO,125.01
2714,LOS ALAMOS,NACIMIENTO,-37.380381,-72.719589,MEDIO,14.59
2715,TRONGOL ALTO PARCELA 35,CURANILAHUE,-37.574434,-73.134718,BAJO,69.76
2716,HUAPE BURGOS,CURANILAHUE,-37.554051,-73.103918,BAJO,54.76
2717,LOS GANZOS Y LOS CANELOS,NACIMIENTO,-37.412347,-72.736128,MEDIO,40.47
2718,COLEGUAL Y ESQUINA CHICA,CURANILAHUE,-37.543194,-73.133798,BAJO,154.8
2719,HIJUELA LOS PATOS,NACIMIENTO,-37.45516,-72.904391,BAJO,61.67
2720,LIAS 1 Y 2,SANTA JUANA,-37.202282,-73.023995,MEDIO,252.04
2721,TRONGOL ALTO HIJUELA 10,CURANILAHUE,-37.564575,-73.23611,BAJO,211.08
2722,EL MAITEN LOTE 1,CURANILAHUE,-37.570646,-73.099989,BAJO,32.68
2723,MALLOA,NACIMIENTO,-37.476731,-72.812175,BAJO,197.13
2724,LARGA VISTA,NACIMIENTO,-37.450662,-72.970041,BAJO,167.48
2725,ESQUINA II,CURANILAHUE,-37.547828,-73.149494,BAJO,38.56
2726,SAN DARIO,NACIMIENTO,-37.455029,-72.960697,BAJO,125.47
2727,SAN ROQUE HIJUELA 2,NACIMIENTO,-37.416352,-72.906723,BAJO,56.89
2728,LA QUILA,CURANILAHUE,-37.557293,-73.1639,BAJO,112.92
2729,QUINCAMAVIDA,NACIMIENTO,-37.411453,-72.685503,MEDIO,48.96
2730,COIHUECO,QUILLECO,-37.456563,-72.021511,BAJO,1897.21
2731,CURICHE EL LIBANO Y OTRO,QUILLECO,-37.53336,-72.063741,BAJO,1696.99
2732,SANTA EDELMIRA Y OTROS,QUILLECO,-37.433545,-71.759813,BAJO,1035.79
2733,SAN MIGUEL,SANTA BARBARA,-37.58932,-72.091813,BAJO,905.06
2734,SAN ANDRES DE COREO,LOS ANGELES,-37.541102,-72.202747,BAJO,328.89
2735,SAN JOSE DE ARILAHUEN,SANTA BARBARA,-37.585419,-72.023322,BAJO,617.06
2736,EL ROBLE I Y RIO PARDO,QUILLECO,-37.522904,-72.092575,BAJO,73.17
2737,EL CORTIJO-LAS HORTENSIA,LOS ANGELES,-37.470359,-72.134559,BAJO,70.19
2738,EL PINO - PARCELA 34A ARILAHUEN,SANTA BARBARA,-37.610941,-72.001633,BAJO,208.29
