id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
308,HIJUELA 42 SANTA CELIA,CARAHUE,-38.583833,-73.196683,BAJO,37.78
309,EL MACHETE,TOLTEN,-39.067307,-73.104159,BAJO,17.58
310,SANTA JUANA,TEODORO SCHMIDT,-38.900878,-73.076993,MEDIO,67.77
311,LAS MARAVILLAS LOTE A,CARAHUE,-38.755785,-73.222449,MEDIO,49.26
312,EL NOGAL I Y OTRO,LUMACO,-38.397796,-73.085578,ALTO,47.34
313,SAN MIGUEL,CARAHUE,-38.532507,-73.43777,ALTO,46.82
314,EL ALMA LOTE A,CARAHUE,-38.772656,-73.205288,MEDIO,90.5
315,LOS CHUPONES Y OTROS,TOLTEN,-39.084144,-73.023525,BAJO,110.13
316,PORVENIR V,CARAHUE,-38.869879,-73.117743,MEDIO,3.74
317,CATRIPULLI LOTE A,CARAHUE,-38.817988,-73.119325,MEDIO,39.24
318,EL CANELO,CARAHUE,-38.880632,-73.115808,MEDIO,11.64
319,EL PERAL I,TOLTEN,-39.274028,-73.069566,BAJO,61.62
320,SAN PATRICIO,TOLTEN,-39.217356,-72.88084,BAJO,135.91
321,LAS DOS ANITAS B,CARAHUE,-38.524024,-73.466477,ALTO,102.02
322,EL ULMO Y OTROS,TEODORO SCHMIDT,-38.923747,-73.118636,MEDIO,61.12
323,EL JARDIN DE LAS DAMAS,NUEVA IMPERIAL,-38.633102,-73.095407,BAJO,45.05
324,EL LAUREL LOTE B,CARAHUE,-38.816434,-73.117334,MEDIO,11.02
325,BUTACO,CARAHUE,-38.748478,-73.230756,MEDIO,46.93
326,LOS ARROYOS,TEODORO SCHMIDT,-38.948842,-73.067044,MEDIO,61.91
327,EL BALDE LOTE A,CARAHUE,-38.566874,-73.174181,BAJO,19.26
328,LA PENA,LUMACO,-38.42409,-73.133763,ALTO,37.38
329,PAILACOYAN II Y OTROS,CARAHUE,-38.787202,-73.215369,MEDIO,62.2
330,HUELVA,CARAHUE,-38.660398,-73.171868,BAJO,37.6
331,EL BALDE LOTE B1,CARAHUE,-38.572907,-73.168797,BAJO,85.34
332,LOTE 5 MOLCO ALTO,NUEVA IMPERIAL,-38.884256,-73.062867,MEDIO,8.35
333,EL PILAR,TEODORO SCHMIDT,-38.900402,-73.13366,MEDIO,16.7
334,PARCELA 17 TOLTEN,TOLTEN,-39.078586,-73.019524,BAJO,77.48
335,CHANCO II,CARAHUE,-38.518346,-73.382416,ALTO,63.18
336,PARCELA 19 PANCUL,CARAHUE,-38.767993,-73.097331,MEDIO,21.68
337,PARCELA 50 SAN JORGE,TOLTEN,-39.271563,-72.910726,BAJO,56.51
338,HIJUELA 3 LAS HUELLAS,TOLTEN,-39.232351,-73.049448,BAJO,58.32
339,LAS OCHO,CARAHUE,-38.585131,-73.200624,BAJO,8.14
340,MIRAFLORES C,NUEVA IMPERIAL,-38.886608,-73.055783,MEDIO,9.64
341,DON HERNAN Y CAMPO LINDO,NUEVA IMPERIAL,-38.886815,-73.044092,MEDIO,143.0
342,EL CARMEN Y OTRO,TEODORO SCHMIDT,-38.917575,-73.116976,MEDIO,53.09
343,SAN HUMBERTO I,TOLTEN,-39.087756,-73.033646,BAJO,9.27
344,SAN AGUSTIN,TOLTEN,-39.285457,-73.005851,BAJO,60.52
345,SAN FERNANDO A Y B,TOLTEN,-39.087316,-72.997739,BAJO,57.82
346,EL PORVENIR,TOLTEN,-39.080753,-73.102015,BAJO,89.15
347,HIJUELA 120 EL PERAL,CARAHUE,-38.588607,-73.248405,BAJO,53.89
348,SANTA LUISA Y OTRO,TOLTEN,-39.091151,-73.095454,BAJO,69.52
349,LA HERENCIA Y BUENAVISTA,CARAHUE,-38.872602,-73.110078,MEDIO,39.0
350,LOS REYES,TOLTEN,-39.072572,-72.992491,BAJO,13.41
351,COLICO LOTE 4,CARAHUE,-38.654788,-73.167373,BAJO,24.26
352,STA. LAURA LOTE B-1,TEODORO SCHMIDT,-38.900113,-73.054467,MEDIO,28.18
353,LA PANDERETA II,TOLTEN,-39.145559,-72.959628,BAJO,38.57
354,HIJUELA 1 SANTA CELIA Y OTROS,CARAHUE,-38.641796,-73.191982,BAJO,103.93
355,PARCELA 13 LOS CORRALES,CARAHUE,-38.639208,-73.145219,BAJO,79.48
356,LA CRUZ,CARAHUE,-38.863458,-73.128969,MEDIO,28.25
357,SAN ROQUE II,TOLTEN,-39.135977,-73.00426,BAJO,24.09
358,SANTA LEONOR II,TOLTEN,-39.10426,-73.103297,BAJO,13.12
359,QUILMER II,TEODORO SCHMIDT,-38.965799,-73.1912,MEDIO,20.18
360,QUILMER III,TEODORO SCHMIDT,-38.962414,-73.193483,MEDIO,32.18
361,LAS QUEMAS I,TOLTEN,-39.137358,-72.986777,BAJO,12.16
362,HIJUELA 31 LAS QUEMAS,TOLTEN,-39.130906,-72.99501,BAJO,24.53
363,SANTA JUANA III,TEODORO SCHMIDT,-38.90013,-73.084954,MEDIO,47.06
364,BELLAVISTA,TEODORO SCHMIDT,-38.952907,-73.138615,MEDIO,267.47
365,PENEHUE III,TEODORO SCHMIDT,-39.00641,-73.03204,MEDIO,87.89
366,SAN RAMON II,TOLTEN,-39.239426,-72.891362,BAJO,7.78
367,HIJUELA I QUILMER,TEODORO SCHMIDT,-38.967002,-73.195479,MEDIO,13.81
368,LA IGLESIA I,NUEVA IMPERIAL,-38.895467,-73.087574,MEDIO,19.78
369,LA IGLESIA II,TEODORO SCHMIDT,-38.902732,-73.088075,MEDIO,3.64
370,SAN GUILLERMO IV,CARAHUE,-38.493395,-73.06216,ALTO,61.81
371,LAS VERTIENTES III ABC,TEODORO SCHMIDT,-38.947521,-72.996114,MEDIO,29.82
372,LOTE 6 MOLCO B Y OTRO,NUEVA IMPERIAL,-38.857729,-73.069475,MEDIO,30.41
373,POZO DE ORO PC-20,TRAIGUEN,-38.142717,-72.733101,BAJO,84.79
374,RUCADIUCA LOTE A,CARAHUE,-38.688647,-73.228998,BAJO,117.23
375,EL CARMEN IV Y V,TOLTEN,-39.193281,-73.002025,BAJO,83.44
376,PARCELA 13 LAS QUEMAS,TOLTEN,-39.122568,-72.984349,BAJO,56.73
377,EL ALBA,LUMACO,-38.41324,-73.086509,ALTO,94.31
378,SAN FRANCISCO V,TOLTEN,-39.249063,-72.894663,BAJO,153.21
379,PARCELA 18 CORRALES L.B,CARAHUE,-38.653565,-73.139145,BAJO,13.4
380,SANTA JUANA LOTE 3,TEODORO SCHMIDT,-38.901985,-73.069406,MEDIO,9.36
381,MIRAFLORES,NUEVA IMPERIAL,-38.889175,-73.057985,MEDIO,33.18
382,PENEHUE,TEODORO SCHMIDT,-39.003076,-73.037109,MEDIO,20.12
383,PILMAIQUENCO I,CARAHUE,-38.571291,-73.33819,BAJO,25.65
384,SAN JUAN DE QUILMER,TEODORO SCHMIDT,-38.969348,-73.159358,MEDIO,126.41
385,LOS CORRALES PARCELA 18,CARAHUE,-38.655975,-73.138126,BAJO,33.74
386,SIETE GANCHOS B,TIRUA,-38.456576,-73.474553,ALTO,18.68
387,LOMAS DE PEÑEHUE,TEODORO SCHMIDT,-39.013684,-73.001905,MEDIO,108.37
388,SANTA ELOISA Y OTROS,TEODORO SCHMIDT,-38.990637,-73.045784,MEDIO,258.57
389,PUMALAL III,TOLTEN,-39.044786,-73.028564,BAJO,56.92
390,SAN ROQUE,TOLTEN,-39.146024,-73.000477,BAJO,116.89
391,COIHUECO II,TEODORO SCHMIDT,-38.92954,-73.131575,MEDIO,40.95
392,LOTE 4 PENEHUE,TEODORO SCHMIDT,-39.007554,-73.025615,MEDIO,76.2
393,MAHUIDA,TOLTEN,-39.234791,-73.040133,BAJO,177.36
394,LICANCULLIN V,TOLTEN,-39.231174,-72.920946,BAJO,509.03
395,PARCELA 22 LOS CORRALES,CARAHUE,-38.624676,-73.115977,BAJO,116.33
396,HIJUELA BOLDO,TOLTEN,-39.175011,-73.013405,BAJO,261.23
397,BETHEL Y OTROS,TOLTEN,-39.232745,-72.866011,BAJO,845.26
398,VISTA HERMOSA,TOLTEN,-39.114211,-73.016646,BAJO,60.8
399,AGUAMAQUI Y OTROS,CARAHUE,-38.460352,-73.097829,ALTO,530.06
400,EL REGALO Y OTRO,TOLTEN,-39.266557,-72.987794,BAJO,248.23
401,JAPON,NUEVA IMPERIAL,-38.557643,-73.065469,ALTO,205.35
402,SAN RAMON,TOLTEN,-39.243699,-72.886072,BAJO,104.3
403,SAN GUILLERMO I Y II,CARAHUE,-38.49931,-73.076222,ALTO,711.01
404,EL MANZANO LOTE A,CARAHUE,-38.603299,-73.184138,BAJO,105.95
405,EL TALLO,TOLTEN,-39.034128,-73.009254,BAJO,100.82
406,LOS BOLDOS Y OTROS,TOLTEN,-39.203586,-73.081553,BAJO,378.71
407,SANTA AMELIA,TOLTEN,-39.068669,-72.997328,BAJO,21.24
408,HIJUELA 4 BELLAVISTA,TEODORO SCHMIDT,-38.904963,-73.144253,MEDIO,28.19
409,HIJUELA 2 BELLAVISTA,TEODORO SCHMIDT,-38.902152,-73.145485,MEDIO,6.07
410,HIJUELA 24 LOS MAQUIS,TIRUA,-38.434115,-73.288537,MEDIO,263.93
411,SANTA ANA,CARAHUE,-38.62667,-73.454063,ALTO,273.14
412,BELLAVISTA V,TEODORO SCHMIDT,-38.902812,-73.149509,MEDIO,14.92
413,SANTA ELENA Y OTROS,TOLTEN,-39.249793,-73.033599,BAJO,228.61
414,HIJUELA 10 LOS MANZANOS Y OTRO,CARAHUE,-38.591523,-73.320067,BAJO,33.07
415,LA PARRA Y OTROS,TOLTEN,-39.074545,-73.036931,BAJO,116.97
416,ESTERO QUILLEM,CARAHUE,-38.746758,-73.151298,MEDIO,46.68
417,SANTA ROSA II,TEODORO SCHMIDT,-38.911712,-73.146545,MEDIO,9.38
418,PARCELAS TOLTEN Y OTROS,TOLTEN,-39.098114,-73.00743,BAJO,424.95
419,LA CABANA,CARAHUE,-38.476074,-73.249677,MEDIO,1422.57
420,LOS CIPRESES Y OTROS,TOLTEN,-39.204194,-73.007948,BAJO,469.61
421,PARCELA 46-B,TOLTEN,-39.244348,-72.921432,BAJO,93.93
422,TRES SENORAS Y OTRO,TEODORO SCHMIDT,-38.951353,-73.074078,MEDIO,32.86
423,EL CARMEN DE CHANQUIN,CARAHUE,-38.436597,-73.226349,MEDIO,54.32
424,EL DESCANSO B,TEODORO SCHMIDT,-38.918599,-73.010876,MEDIO,42.86
425,EL DESCANSO A,TEODORO SCHMIDT,-38.914258,-73.013765,MEDIO,20.53
426,PARCELAS PUMALAL Y OTROS,TOLTEN,-39.065465,-73.033897,BAJO,358.45
427,SANTA CELIA A,CARAHUE,-38.629671,-73.208532,BAJO,98.26
428,DON ASCENCIO,CARAHUE,-38.648009,-73.105225,BAJO,21.82
429,EMA LUISA,CARAHUE,-38.589871,-73.22935,BAJO,126.77
430,EL CHILCO Y OTROS,LUMACO,-38.410178,-73.137358,ALTO,328.76
431,AGUA ENTERRADA II,CARAHUE,-38.590687,-73.488338,ALTO,30.53
432,AILLINCO Y OTROS,CARAHUE,-38.470432,-73.397735,ALTO,745.78
433,PARC.18 LOS CORRALES LOTE B,CARAHUE,-38.655523,-73.131788,BAJO,39.47
434,LA LAGUNA,TOLTEN,-39.277723,-73.01518,BAJO,75.63
435,ESPANA,TEODORO SCHMIDT,-38.962377,-73.122595,MEDIO,534.46
436,TRES HIJUELAS Y OTROS,TIRUA,-38.47498,-73.30961,MEDIO,305.65
437,EMA LUISA II,CARAHUE,-38.598093,-73.235685,BAJO,49.85
438,HIJUELA 20 CORRALES LOTE A,CARAHUE,-38.638198,-73.117323,BAJO,26.01
439,PLACER I,TEODORO SCHMIDT,-38.917816,-73.110456,MEDIO,40.81
440,AGUAS BLANCAS II,CARAHUE,-38.614165,-73.46541,ALTO,14.21
441,HIJUELA 1 LOS REYES Y OTROS,TOLTEN,-39.074742,-72.998305,BAJO,73.97
442,LA PENA Y LONCOYAMO,CARAHUE,-38.612202,-73.38965,BAJO,201.54
443,HIJUELA 3 LOS MAQUIS,CARAHUE,-38.431278,-73.344079,ALTO,50.67
444,SANTA ROSALIA,CARAHUE,-38.740054,-73.151033,MEDIO,37.93
445,CHANCHAMALLIN,CARAHUE,-38.776504,-73.137134,MEDIO,44.83
446,PORVENIR III Y OTRO,TOLTEN,-39.264694,-72.942102,BAJO,80.25
447,PARCELA 59 CAMAGUEY,TOLTEN,-39.069677,-73.048017,BAJO,51.29
448,LO DE LLINCO Y OTROS,CARAHUE,-38.440644,-73.372475,ALTO,491.76
449,SAN JOSE Y OTROS,CARAHUE,-38.515229,-73.086614,ALTO,893.66
450,LO DE LLINCO LOTE 1,CARAHUE,-38.433147,-73.386617,ALTO,19.72
451,LO DE LLINCO LOTE 2,CARAHUE,-38.436765,-73.385471,ALTO,63.31
452,LA LIEBRE Y OTROS,LUMACO,-38.405303,-73.110672,ALTO,413.63
453,LO DE LLINCO LOTE 3,CARAHUE,-38.442535,-73.385938,ALTO,66.7
454,MADILHUE Y OTROS,LUMACO,-38.398407,-73.076596,ALTO,259.92
455,SANTA INES,TIRUA,-38.44282,-73.445101,ALTO,37.66
456,"PARCELA 20,21 Y 22 PANCU",CARAHUE,-38.772521,-73.094819,MEDIO,159.29
457,HIJUELA 18 LOS MAQUIS,TIRUA,-38.426657,-73.301257,MEDIO,99.75
458,LICANCULLIN Y SANTA ROSA,TOLTEN,-39.277821,-72.964508,BAJO,320.37
459,SANTA DINA,CARAHUE,-38.470938,-73.432947,ALTO,103.67
460,HIJUELA 9 LAS NOCHAS,CARAHUE,-38.590718,-73.326437,BAJO,24.91
461,LOS TRES DERECHOS LOTE B,CARAHUE,-38.567542,-73.191613,BAJO,13.89
462,PUMALAL Y OTROS,TOLTEN,-39.04443,-73.022273,BAJO,73.98
463,SANTA CLORINDA Y OTROS,CARAHUE,-38.461167,-73.443648,ALTO,462.07
464,EL LAUREL II Y OTROS,LUMACO,-38.433099,-73.029595,ALTO,385.19
465,SAN IGNACIO Y OTROS,CARAHUE,-38.460616,-73.429375,ALTO,137.14
466,HIJUELA 46 DINAMARCA,CARAHUE,-38.593482,-73.223322,BAJO,8.25
467,EL BOLDO,CARAHUE,-38.579238,-73.320698,BAJO,23.41
468,SANTA LAURA Y OTROS,TEODORO SCHMIDT,-38.910052,-73.054522,MEDIO,558.03
469,RUCACO,LUMACO,-38.439089,-73.133981,ALTO,54.67
470,SAN JUAN,TOLTEN,-39.091851,-73.03278,BAJO,14.06
471,SANTA ILSE Y OTROS,TEODORO SCHMIDT,-38.904768,-72.99527,MEDIO,264.91
472,HIJUELA VICTORIA Y OTROS,TOLTEN,-39.086148,-73.111092,BAJO,100.29
473,LOS TRES PALOS,CARAHUE,-38.635424,-73.452747,ALTO,255.02
474,HIJUELA 36 DINAMARCA LOTE 2,CARAHUE,-38.595093,-73.208087,BAJO,36.26
475,CERRO ALTO Y OTROS,TOLTEN,-39.306211,-73.116188,BAJO,345.74
476,CAMINO EL TRIANGULO,TOLTEN,-39.293722,-73.108345,BAJO,0.48
477,SANTA VALENTINA,CARAHUE,-38.579599,-73.328527,BAJO,73.24
478,PARCELA 50 SAN JORGE LOTES 3 Y 4,TOLTEN,-39.272868,-72.903269,BAJO,30.05
479,DON HERALDO Y OTROS,TOLTEN,-39.176945,-73.058224,BAJO,191.73
480,LA COLONIA 6,CARAHUE,-38.853041,-73.139963,MEDIO,14.0
481,DON HERMINIO,CARAHUE,-38.661663,-73.142567,BAJO,69.23
482,EL ALMA,TEODORO SCHMIDT,-38.918578,-72.964213,MEDIO,48.83
483,PARCELA 23 B TOLTEN,TOLTEN,-39.104921,-73.022381,BAJO,10.27
484,DON TATI Y OTROS,CARAHUE,-38.60466,-73.153905,BAJO,194.25
485,MADILHUE Y OTROS,LUMACO,-38.429067,-72.993733,ALTO,369.01
486,HIJUELA 38 TRES HIJUELAS,TIRUA,-38.466151,-73.307078,MEDIO,34.9
487,SANTA ANA RESERVA,CARAHUE,-38.631899,-73.436359,ALTO,21.41
488,LAS CARMELITAS Y OTROS,CARAHUE,-38.524285,-73.413681,ALTO,201.23
489,EL CRUCERO III Y OTRO,TOLTEN,-39.062762,-72.995971,BAJO,57.97
490,EL ARRAYAN LOTE B,TOLTEN,-39.171582,-73.125712,BAJO,75.91
491,SAN MANUEL,TEODORO SCHMIDT,-38.940916,-73.108722,MEDIO,74.61
492,DON HERMINIO 4,CARAHUE,-38.668553,-73.140129,BAJO,16.66
493,CASA DE PIEDRA Y OTROS,CARAHUE,-38.500167,-73.463996,ALTO,1289.23
494,CHEME AMAYA,CARAHUE,-38.782312,-73.134473,MEDIO,12.95
495,EL RECUERDO II,TOLTEN,-39.320273,-73.160717,BAJO,96.28
496,EL DOMINIO Y OTROS,LUMACO,-38.441188,-73.077766,ALTO,572.73
497,VUELTA DEL VIENTO,CARAHUE,-38.486958,-73.468944,ALTO,19.82
498,HIJUELA 50 SANTA CELIA,CARAHUE,-38.591294,-73.162425,BAJO,75.38
499,SIETE GANCHOS A,TIRUA,-38.449389,-73.471793,ALTO,14.27
500,LOS ESTEROS,CARAHUE,-38.433427,-73.332415,ALTO,50.67
501,LA BARONADA Y OTRO,CARAHUE,-38.543955,-73.458001,ALTO,134.95
502,HIJUELA 36 DINAMARCA,CARAHUE,-38.590117,-73.209555,BAJO,28.69
503,LA GRACIELA,CARAHUE,-38.863149,-73.133861,MEDIO,29.35
504,EL ARRAYAN,TOLTEN,-39.172429,-73.120928,BAJO,139.42
505,PILMAIQUENCO II,CARAHUE,-38.580271,-73.341853,BAJO,115.05
506,AGUA ENTERRADA,CARAHUE,-38.588584,-73.482083,ALTO,59.3
507,SAN LUIS,TOLTEN,-39.256368,-73.084013,BAJO,19.92
508,CURIPEL,TEODORO SCHMIDT,-38.94256,-73.02622,MEDIO,30.72
509,SAN PABLO Y OTRO,TEODORO SCHMIDT,-38.907152,-73.080531,MEDIO,113.22
510,LA CUADRA,TIRUA,-38.453126,-73.471138,ALTO,39.26
511,LAS DAMAS II,CARAHUE,-38.633394,-73.102528,BAJO,35.32
512,LAS VERTIENTES II Y OTRO,TEODORO SCHMIDT,-38.941473,-72.977612,MEDIO,211.33
513,HIJUELA 60 A DINAMARCA,CARAHUE,-38.60635,-73.227667,BAJO,18.57
514,SAN JOSE DE PAILACOYAN Y OTRO,CARAHUE,-38.76252,-73.168151,MEDIO,64.86
515,HIJUELA 37 TRES HIJUELAS,TIRUA,-38.463692,-73.314775,MEDIO,70.72
516,QUILLEM Y OTROS,CARAHUE,-38.773901,-73.148716,MEDIO,145.33
517,LAS VINAS Y OTROS,CARAHUE,-38.87971,-73.118666,MEDIO,68.93
518,POQUICHA Y OTRO,CARAHUE,-38.767748,-73.201572,MEDIO,185.27
519,HIJUELA 18 QUILANTAHUE,CARAHUE,-38.456679,-73.450721,ALTO,82.85
520,HUILO HIJUELA 2,SAAVEDRA,-38.91544,-73.054072,MEDIO,15.83
521,LOS TRES DERECHOS,CARAHUE,-38.564084,-73.192082,BAJO,39.02
522,EL ESPEJO Y OTROS,CARAHUE,-38.42707,-73.234262,MEDIO,371.33
523,HUILO HIJUELA 1,TEODORO SCHMIDT,-38.914394,-73.058574,MEDIO,9.51
524,HIJUELA 1 LOS MAQUIS,CARAHUE,-38.424373,-73.339727,ALTO,32.95
525,HIJUELA LOS MAQUIS,CARAHUE,-38.438349,-73.33455,ALTO,12.21
526,HIJUELA LAS TOSCAS,CARAHUE,-38.43027,-73.336462,ALTO,15.7
527,CAMAR,CARAHUE,-38.782739,-73.131296,MEDIO,13.83
528,PARCELA 47 DINAMARCA,CARAHUE,-38.59486,-73.214504,BAJO,41.23
529,PARC.17 TOLTEN LOTE C1,TOLTEN,-39.077787,-73.028774,BAJO,28.18
530,EL PILAR II,TEODORO SCHMIDT,-38.903979,-73.126215,MEDIO,19.47
531,SANTA LEONOR,TOLTEN,-39.105522,-73.096862,BAJO,59.68
532,PARCELAS PANCUL,CARAHUE,-38.750464,-73.119318,MEDIO,92.85
533,PARCELA 23 TOLTEN LOTE 3,TOLTEN,-39.102399,-73.018894,BAJO,10.53
534,LA HERENCIA I,CARAHUE,-38.873747,-73.101588,MEDIO,57.23
535,BOLDO,TOLTEN,-39.19338,-73.031712,BAJO,163.57
536,SANTA GRACIELA,CARAHUE,-38.888498,-73.109411,MEDIO,15.1
537,LA FAJA,TOLTEN,-39.141375,-73.043609,BAJO,83.12
538,HIJUELA 3 LAS HUELLAS,TOLTEN,-39.231246,-73.05612,BAJO,113.96
539,EL LAUREL,CARAHUE,-38.81372,-73.115178,MEDIO,60.38
540,HIJUELA HUILO,TEODORO SCHMIDT,-38.916457,-73.059828,MEDIO,8.78
541,MONTEBELLO Y OTRO,CARAHUE,-38.735956,-73.162575,MEDIO,310.18
542,EL MACAL,TOLTEN,-39.214573,-72.891205,BAJO,32.85
543,SANTA MICAELA,CARAHUE,-38.601918,-73.164788,BAJO,23.27
544,SANTA LUCILA,TOLTEN,-39.071049,-73.02503,BAJO,75.92
545,SANTA ANA,CARAHUE,-38.490639,-73.424381,ALTO,51.98
546,COPIHUAL,NUEVA IMPERIAL,-38.681056,-73.091957,BAJO,178.94
547,HIJUELA 21 LAS NOCHAS Y OTROS,CARAHUE,-38.555997,-73.312349,BAJO,207.37
548,LA BELLA LOTE A,CARAHUE,-38.436383,-73.420311,ALTO,95.63
549,SANTA MARTA Y SAN LUIS,TOLTEN,-39.213557,-72.895698,BAJO,36.01
550,PARCELA 30 SAN JORGE,GORBEA,-39.245542,-72.849035,BAJO,60.65
551,HIJUELA VICTORIA B,TOLTEN,-39.083481,-73.108878,BAJO,3.0
552,HIJUELA 2 BELLAVISTA,TEODORO SCHMIDT,-38.910531,-73.118747,MEDIO,16.15
553,SANTA JUANA,NUEVA IMPERIAL,-38.862403,-73.102258,MEDIO,4.0
554,SAN LUIS III,CARAHUE,-38.85926,-73.102158,MEDIO,14.53
555,SANTA FE,NUEVA IMPERIAL,-38.861929,-73.097825,MEDIO,30.41
556,LAS DAMAS,CARAHUE,-38.673883,-73.100552,BAJO,233.78
557,PORVENIR IV,TEODORO SCHMIDT,-38.940881,-73.051678,MEDIO,30.81
558,LA UNION,TEODORO SCHMIDT,-38.922993,-73.055016,MEDIO,172.77
559,PARCELA 23 COLON. TOLTEN,TOLTEN,-39.10536,-73.01512,BAJO,18.91
560,SANTA MARIA,CARAHUE,-38.530274,-73.449378,ALTO,62.25
561,PARCELA 19 TOLTEN,TOLTEN,-39.088371,-73.028435,BAJO,18.62
562,RANQUILCO ALTO,NUEVA IMPERIAL,-38.663824,-73.016855,BAJO,80.3
563,EL PORVENIR A,CARAHUE,-38.875477,-73.134286,MEDIO,156.54
564,EL PORVENIR B,CARAHUE,-38.868093,-73.122925,MEDIO,42.65
565,PAILACOYAN Y OTROS,CARAHUE,-38.758047,-73.158089,MEDIO,76.19
566,EL PERAL LOTE A,CARAHUE,-38.581114,-73.248691,BAJO,223.87
567,LOS LAGOS I,TOLTEN,-39.046698,-73.003448,BAJO,16.47
568,LOS COIHUES,CARAHUE,-38.543108,-73.426802,ALTO,158.4
569,EL ARRAYAN,CARAHUE,-38.875793,-73.121351,MEDIO,58.32
570,SAN LORENZO,CARAHUE,-38.51375,-73.416639,ALTO,139.42
571,SANTA ESTER,CARAHUE,-38.505281,-73.430371,ALTO,61.02
572,PARCELA 3 COLONIA TOLTEN Y OTROS,TOLTEN,-39.02964,-73.025409,BAJO,126.71
573,YUPEHUITO II,CARAHUE,-38.564083,-73.466081,ALTO,15.61
574,LAS QUEMAS,TOLTEN,-39.131063,-72.981629,BAJO,27.41
575,CAMAHUEY II,TOLTEN,-39.058915,-73.031945,BAJO,53.6
576,LA LAGUNA II,TOLTEN,-39.284985,-73.019233,BAJO,124.79
577,PARCELA 23 TOLTEN LOTE A,TOLTEN,-39.107895,-73.018201,BAJO,29.83
578,EL ARROYO,LUMACO,-38.396418,-73.091516,ALTO,95.44
579,SAN PEDRO A,TOLTEN,-39.081763,-72.99879,BAJO,10.65
580,EL RINCONCITO,TOLTEN,-39.205391,-73.09009,BAJO,10.29
581,LA PANDERETA,TOLTEN,-39.14205,-72.962622,BAJO,36.23
582,YUPEHUE BAJO Y YUPEHUITO,CARAHUE,-38.559217,-73.467892,ALTO,105.78
583,LOS CUARZOS Y LA ENVIDIA,CARAHUE,-38.473901,-73.410898,ALTO,248.07
584,SAN ERNESTO,TOLTEN,-39.267116,-72.948196,BAJO,39.28
585,HIJUELA 1 SAN JOSE LOTES A Y B,CARAHUE,-38.515029,-73.091181,ALTO,24.23
586,SAN BENITO,TOLTEN,-39.243354,-73.098439,BAJO,40.52
587,PICHIRRUCA,CARAHUE,-38.427452,-73.363244,ALTO,79.25
588,LOS ULMOS,TOLTEN,-39.111869,-73.028354,BAJO,161.86
589,EL AROMO,TOLTEN,-39.264104,-73.010638,BAJO,91.02
590,SANTA JUANA,TOLTEN,-39.273915,-72.974525,BAJO,78.65
591,PARCELA 36 SAN JORGE,TOLTEN,-39.210905,-72.909953,BAJO,80.49
592,EL TOCON II,CARAHUE,-38.432253,-73.374175,ALTO,83.47
593,LOS RADALES III,TEODORO SCHMIDT,-38.908674,-73.092743,MEDIO,19.35
594,SAN JOEL,NUEVA IMPERIAL,-38.859026,-73.09754,MEDIO,3.5
595,SANTA DENIS,CARAHUE,-38.472116,-73.421518,ALTO,214.04
596,EL RECUERDO I,TOLTEN,-39.320787,-73.169869,BAJO,85.23
597,TRONICURA,LOS SAUCES,-37.984502,-72.657654,MEDIO,3171.26
598,LA TORRE Y LOS HINOJOS,LOS SAUCES,-37.928133,-72.737854,MEDIO,475.04
599,LA RINCONADA,LOS SAUCES,-38.023796,-72.873998,BAJO,369.51
600,SANTA CLARA,LOS SAUCES,-37.990844,-72.715686,MEDIO,1075.33
601,LOS NUCOS,ANGOL,-37.729309,-72.811061,BAJO,383.53
602,SABOYA,LOS SAUCES,-38.020533,-72.847796,BAJO,552.11
603,CANGULO,LOS SAUCES,-38.019107,-72.64112,MEDIO,868.22
604,PANGAL PAN DE AZUCAR,ANGOL,-37.731284,-72.853035,BAJO,588.52
605,SANTA JUANA,LOS SAUCES,-37.886524,-72.836509,MEDIO,298.4
606,LAS BANDURRIAS,ANGOL,-37.746043,-72.915331,BAJO,362.07
607,HIJUELAS NININCO,ANGOL,-37.886062,-72.738957,MEDIO,173.27
608,SAN CARLOS DEUCO,ANGOL,-37.85491,-72.773803,MEDIO,254.63
609,LOS ALPES HIJUELA I,ANGOL,-37.712168,-72.93813,BAJO,1850.41
610,LOS ALPES HIJUELA III,ANGOL,-37.719639,-72.991992,BAJO,1672.88
611,EL ROSARIO III,LOS SAUCES,-37.912289,-72.802274,MEDIO,172.81
612,MONCOLES,LOS SAUCES,-37.932418,-72.80979,MEDIO,471.38
613,HIJUELA 5 LOMA DEL TORO,ANGOL,-37.639964,-72.966039,BAJO,345.64
614,HIJUELA GRANDE-LAS PINAS,ANGOL,-37.641729,-72.993548,BAJO,760.54
615,STA ELISA 2,LOS SAUCES,-37.921001,-72.805452,MEDIO,160.69
616,PARCELAS LOLENCO,ANGOL,-37.873684,-72.62349,MEDIO,283.04
617,LA RESERVA I,ANGOL,-37.621799,-72.989096,BAJO,70.24
618,LAS HERMANAS Y OTROS,LOS SAUCES,-37.904802,-72.836607,MEDIO,360.0
619,EL CHEQUEN Y OTROS,ANGOL,-37.894013,-72.706822,MEDIO,714.68
620,NAPANIR,LOS SAUCES,-37.995825,-72.745745,MEDIO,1145.84
621,EL ENCANTO II,LOS SAUCES,-37.930574,-72.777977,MEDIO,558.91
622,LA FORTUNA,ANGOL,-37.747382,-72.816539,BAJO,685.28
